,property_type,society,sector,price_in_crores,price_per_sqft,area_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Super Built up area,Built Up area,Carpet area,study room,store room,Pooja Room,servant room,Others,furnishing_type,luxury_score
933,flat,parsvnath exotica,sector 53,6.44,19000.0,3389.0,Super Built up area 3390(314.94 sq.m.),4.0,4.0,3,7.0,West,Moderately Old,3390.0,,,0,0,0,0,0,0,80
934,flat,pioneer araya,sector 62,7.56,18000.0,4200.0,Built Up area: 4200 (390.19 sq.m.),4.0,4.0,3+,23.0,West,Relatively New,,4200.0,,0,0,1,0,0,0,87
935,flat,dlf trinity towers,sector 43,3.8,15510.0,2450.0,Built Up area: 2450 (227.61 sq.m.),3.0,3.0,3+,1.0,South-East,Moderately Old,,2450.0,,0,0,1,0,0,0,68
936,flat,dlf park place,sector 54,6.75,24963.0,2704.0,Super Built up area 2704(251.21 sq.m.)Carpet area: 1534 sq.ft. (142.51 sq.m.),4.0,4.0,2,8.0,North,Moderately Old,2704.0,,1534.0,0,0,0,0,0,2,135
937,flat,shree vardhman flora,sector 90,0.65,4961.0,1310.0,Super Built up area 1300(120.77 sq.m.)Built Up area: 1225 sq.ft. (113.81 sq.m.)Carpet area: 1075 sq.ft. (99.87 sq.m.),2.0,2.0,3,11.0,North-West,Relatively New,1300.0,1225.0,1075.0,0,0,0,0,0,0,49
938,flat,ats tourmaline,sector 109,1.75,8139.0,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.),3.0,4.0,3+,7.0,North-East,Relatively New,2150.0,1797.0,,0,0,0,0,0,1,165
939,flat,kiran residency,sector 56,1.54,8324.0,1850.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,4.0,3+,5.0,South,Old Property,2000.0,1900.0,1850.0,0,0,0,0,0,0,98
940,flat,emaar gurgaon greens,sector 102,1.4,8484.0,1650.0,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,4.0,North,Relatively New,1650.0,,,0,0,0,0,0,0,83
941,flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,915.0,Super Built up area 915(85.01 sq.m.),2.0,2.0,2,12.0,East,Relatively New,915.0,,,0,0,0,0,0,1,100
942,flat,shapoorji pallonji joyville gurugram,sector 102,1.35,9933.0,1359.0,Super Built up area 1359(126.26 sq.m.),2.0,2.0,2,9.0,North-East,Relatively New,1359.0,,,0,0,0,0,0,1,100
943,flat,conscient heritage max,sector 102,1.75,9011.0,1942.0,Super Built up area 1942(180.42 sq.m.),3.0,4.0,3+,13.0,North,Relatively New,1942.0,,,0,0,0,0,0,0,94
944,flat,indiabulls centrum park,sector 103,2.2,7652.0,2875.0,Super Built up area 2875(267.1 sq.m.),4.0,6.0,3+,4.0,North-East,Relatively New,2875.0,,,0,0,0,0,0,0,108
945,flat,sobha city,sector 108,2.45,14040.0,1745.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1460 sq.ft. (135.64 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3.0,3.0,3,15.0,West,Relatively New,1745.0,1460.0,1320.0,0,0,0,0,0,1,49
946,flat,paras dews,sector 106,1.5,6369.0,2355.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4.0,6.0,3+,11.0,North-West,Relatively New,2355.0,1535.0,1403.0,0,0,0,0,0,1,174
947,flat,la vida by tata housing,sector 113,2.4,10825.0,2217.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1940 sq.ft. (180.23 sq.m.)Carpet area: 1730 sq.ft. (160.72 sq.m.),3.0,4.0,3+,5.0,North-East,Relatively New,2217.0,1940.0,1730.0,0,0,0,0,0,1,49
948,flat,la vida by tata housing,sector 113,2.45,11050.0,2217.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1680 sq.ft. (156.08 sq.m.),3.0,3.0,3+,3.0,North-East,Relatively New,2217.0,1890.0,1680.0,0,0,0,0,0,1,174
949,flat,la vida by tata housing,sector 113,3.0,14285.0,2100.0,Super Built up area 2691(250 sq.m.)Built Up area: 2460 sq.ft. (228.54 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,3.0,3+,3.0,East,Relatively New,2691.0,2460.0,2100.0,0,0,0,0,0,1,167
950,flat,la vida by tata housing,sector 113,1.65,10449.0,1579.0,Super Built up area 1579(146.69 sq.m.)Built Up area: 1420 sq.ft. (131.92 sq.m.)Carpet area: 1220 sq.ft. (113.34 sq.m.),3.0,2.0,2,3.0,North-East,Relatively New,1579.0,1420.0,1220.0,0,0,0,0,0,1,49
951,flat,paras dews,sector 106,0.88,6353.0,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 1040 sq.ft. (96.62 sq.m.),2.0,2.0,3+,3.0,South-East,Relatively New,1385.0,1120.0,1040.0,0,0,0,0,0,1,49
952,flat,paras dews,sector 106,0.88,6353.0,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2.0,2.0,3+,1.0,South,Relatively New,1385.0,940.0,845.0,0,0,0,0,0,1,49
953,flat,paras dews,sector 106,1.28,7272.0,1760.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,4.0,3+,24.0,North-West,Relatively New,1760.0,1186.0,1130.0,0,0,0,0,0,1,49
954,flat,paras dews,sector 106,1.34,9550.0,1403.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4.0,5.0,3+,7.0,South-East,Relatively New,2355.0,1535.0,1403.0,0,0,0,0,0,1,49
955,flat,paras dews,sector 106,1.32,5605.0,2355.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4.0,5.0,3+,11.0,South-West,Relatively New,2355.0,1535.0,1403.0,0,0,0,0,0,1,49
956,flat,paras dews,sector 106,1.13,6406.0,1764.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,4.0,3+,18.0,North-West,Relatively New,1760.0,1186.0,1130.0,0,0,0,0,0,1,49
957,flat,pareena coban residences,sector 99,1.38,7150.0,1930.0,Super Built up area 2352(218.51 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 1930 sq.ft. (179.3 sq.m.),4.0,5.0,3+,1.0,South-East,Relatively New,2352.0,2150.0,1930.0,0,0,0,0,1,1,49
958,flat,pareena coban residences,sector 99,1.16,5808.0,1997.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1420 sq.ft. (131.92 sq.m.),3.0,3.0,3,3.0,North-East,Relatively New,1997.0,1790.0,1420.0,0,0,0,0,1,1,49
959,flat,la vida by tata housing,sector 113,2.33,12533.0,1859.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 2098 sq.ft. (194.91 sq.m.)Carpet area: 1859 sq.ft. (172.71 sq.m.),3.0,3.0,3,3.0,North,New Property,2217.0,2098.0,1859.0,0,0,0,0,0,1,174
960,flat,la vida by tata housing,sector 113,3.05,11338.0,2690.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),3.0,4.0,3,15.0,North-East,New Property,2690.0,2600.0,2240.0,0,0,0,0,0,1,174
961,flat,vatika lifestyle homes,sector 83,1.25,6839.0,1828.0,Super Built up area 1827.5(169.78 sq.m.),3.0,2.0,1,6.0,South-West,Relatively New,1827.0,,,0,0,1,0,0,2,174
962,flat,mapsko mount ville,sector 79,1.25,7716.0,1620.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 862.18 sq.ft. (80.1 sq.m.),3.0,3.0,2,1.0,South-West,Relatively New,1620.0,,862.18,0,0,1,0,0,0,166
963,flat,vatika lifestyle homes,sector 83,1.05,5982.0,1755.0,Super Built up area 1755(163.04 sq.m.),3.0,3.0,2,14.0,South-West,Relatively New,1755.0,,,0,0,1,0,0,0,174
964,flat,mapsko mount ville,sector 79,1.25,8389.0,1490.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3.0,3.0,3,22.0,South-West,Relatively New,1490.0,,863.91,0,0,1,0,0,1,160
965,flat,mapsko mount ville,sector 79,1.1,12732.0,864.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3.0,3.0,3,22.0,South-West,Relatively New,1490.0,,863.91,0,0,1,0,0,0,135
966,flat,emaar palm gardens,sector 83,1.3,11868.0,1095.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),3.0,3.0,3,16.0,North,Relatively New,1720.0,,1095.3,0,0,0,0,0,0,174
967,flat,alpha corp gurgaonone,sector 84,2.28,8769.0,2600.0,Super Built up area 3434(319.03 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),4.0,4.0,3+,8.0,South-East,Relatively New,3434.0,,2600.0,0,0,0,0,0,1,61
968,flat,ss the leaf,sector 85,1.2,12371.0,970.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1190 sq.ft. (110.55 sq.m.)Carpet area: 970 sq.ft. (90.12 sq.m.),2.0,2.0,2,4.0,East,Relatively New,1671.0,1190.0,970.0,0,0,0,0,0,1,81
969,flat,ss the leaf,sector 85,1.22,13318.0,916.0,Super Built up area 1772(164.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 916 sq.ft. (85.1 sq.m.),2.0,2.0,3,16.0,North-East,Relatively New,1772.0,1300.0,916.0,0,0,0,0,0,1,81
970,flat,ss the leaf,sector 85,1.1,12471.0,882.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1173 sq.ft. (108.98 sq.m.)Carpet area: 882 sq.ft. (81.94 sq.m.),2.0,2.0,3,12.0,North,Relatively New,1640.0,1173.0,882.0,0,0,0,0,0,1,75
971,flat,ss the leaf,sector 85,1.15,11966.0,961.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1263 sq.ft. (117.34 sq.m.)Carpet area: 961 sq.ft. (89.28 sq.m.),2.0,2.0,3,20.0,North-East,Relatively New,1741.0,1263.0,961.0,0,0,1,0,0,1,107
972,flat,mapsko mount ville,sector 79,1.2,13837.0,867.0,Super Built up area 1510(140.28 sq.m.)Carpet area: 867.24 sq.ft. (80.57 sq.m.),3.0,3.0,3,18.0,North,Relatively New,1510.0,,867.24,0,0,1,0,0,0,160
973,flat,emaar palm gardens,sector 83,1.4,8139.0,1720.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),3.0,3.0,3,2.0,North-West,Relatively New,1720.0,,1095.3,0,0,1,0,0,0,174
974,flat,vatika lifestyle homes,sector 83,1.1,6267.0,1755.0,Super Built up area 1755(163.04 sq.m.),3.0,3.0,2,8.0,South,Relatively New,1755.0,,,0,0,1,0,0,0,174
975,flat,vatika city homes,sector 83,1.0,5747.0,1740.0,Super Built up area 1740(161.65 sq.m.),3.0,3.0,2,2.0,South-East,Relatively New,1740.0,,,0,0,0,0,0,0,174
976,flat,alpha corp gurgaonone,sector 84,1.52,7904.0,1923.0,Super Built up area 1923(178.65 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,4.0,3,15.0,South,Relatively New,1923.0,,1500.0,0,0,0,0,0,1,92
977,flat,emaar palm gardens,sector 83,1.8,9473.0,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1244.33 sq.ft. (115.6 sq.m.),3.0,4.0,3,4.0,West,Relatively New,1900.0,,1244.33,0,0,1,0,0,0,174
978,flat,emaar palm gardens,sector 83,1.6,8648.0,1850.0,Super Built up area 1850(171.87 sq.m.),3.0,3.0,3+,6.0,East,Relatively New,1850.0,,,0,0,1,0,0,0,167
979,flat,mapsko mount ville,sector 79,1.55,8539.0,1815.0,Super Built up area 1815(168.62 sq.m.)Carpet area: 1071.33 sq.ft. (99.53 sq.m.),3.0,4.0,3,11.0,South-West,Relatively New,1815.0,,1071.33,0,0,0,0,0,0,152
980,flat,mapsko mount ville,sector 79,1.3,8024.0,1620.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 867.24 sq.ft. (80.57 sq.m.),3.0,3.0,2,6.0,West,Relatively New,1620.0,,867.24,0,0,1,0,0,1,151
981,flat,bestech park view grand spa,sector 81,2.25,8458.0,2660.0,Super Built up area 2660(247.12 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,4.0,3+,8.0,West,Relatively New,2660.0,2300.0,2100.0,0,0,0,0,0,0,122
982,flat,orchid petals,sector 49,4.79,11628.0,4119.0,Super Built up area 4115(382.3 sq.m.),5.0,5.0,3+,14.0,South,Relatively New,4115.0,,,0,0,1,0,0,1,49
983,flat,dlf regal gardens,sector 90,1.25,6459.0,1935.0,Super Built up area 1703(158.21 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3,10.0,South,Relatively New,1703.0,1650.0,1600.0,0,0,0,0,1,0,38
984,flat,tarc maceo,sector 91,1.4,7407.0,1890.0,Super Built up area 1890(175.59 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3+,7.0,North,Relatively New,1890.0,1700.0,1600.0,0,0,0,0,0,1,76
985,flat,godrej oasis,sector 88,1.38,6679.0,2066.0,Carpet area: 2066 (191.94 sq.m.),3.0,3.0,3+,7.0,North,Relatively New,,,2066.0,0,0,0,0,0,1,72
986,flat,godrej oasis,sector 88,1.3,7258.0,1791.0,Carpet area: 1791 (166.39 sq.m.),3.0,3.0,3+,4.0,North-West,Relatively New,,,1791.0,0,0,0,0,0,1,79
987,flat,godrej aria,sector 79,1.0,6653.0,1503.0,Super Built up area 1503(139.63 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,2,4.0,North-West,Relatively New,1503.0,1300.0,1200.0,0,0,0,0,0,1,49
988,flat,godrej oasis,sector 88,1.0,6896.0,1450.0,Carpet area: 1450 (134.71 sq.m.),2.0,2.0,3,7.0,not available,Relatively New,,,1450.0,0,0,0,0,0,1,72
989,flat,godrej oasis,sector 88,0.95,7268.0,1307.0,Carpet area: 1307 (121.42 sq.m.),2.0,2.0,2,6.0,North-West,Relatively New,,,1307.0,0,0,0,0,0,1,79
990,flat,ireo uptown,sector 66,1.85,12567.0,1472.0,Super Built up area 1472(136.75 sq.m.)Built Up area: 1470 sq.ft. (136.57 sq.m.)Carpet area: 1251 sq.ft. (116.22 sq.m.),2.0,3.0,3,16.0,South-East,Relatively New,1472.0,1470.0,1251.0,0,0,0,0,1,0,79
991,flat,emaar mgf palm hills,sector 77,1.65,8461.0,1950.0,Super Built up area 1950(181.16 sq.m.),4.0,3.0,3,9.0,South,Relatively New,1950.0,,,0,0,0,0,0,1,100
992,flat,m3m woodshire,sector 107,1.32,6330.0,2085.0,Super Built up area 1943(180.51 sq.m.),3.0,3.0,3,10.0,East,Relatively New,1943.0,,,0,0,0,0,0,1,117
993,flat,m3m woodshire,sector 107,1.02,6649.0,1534.0,Super Built up area 1534(142.51 sq.m.),2.0,2.0,3,6.0,North-East,Relatively New,1534.0,,,0,0,0,0,0,1,112
994,flat,sbtl caladium,sector 109,1.88,6153.0,3055.0,Super Built up area 3055(283.82 sq.m.),4.0,5.0,3,10.0,North-East,Relatively New,3055.0,,,0,0,0,0,0,1,110
995,flat,conscient heritage max,sector 102,2.15,9306.0,2310.0,Super Built up area 2149(199.65 sq.m.),3.0,4.0,3,13.0,South,Relatively New,2149.0,,,0,0,0,0,0,1,101
996,flat,puri diplomatic greens,sector 111,2.58,11727.0,2200.0,Super Built up area 2200(204.39 sq.m.),3.0,4.0,2,10.0,North,Moderately Old,2200.0,,,0,0,0,0,0,1,86
997,flat,puri diplomatic greens,sector 111,2.25,13235.0,1700.0,Super Built up area 1700(157.94 sq.m.),3.0,3.0,2,12.0,North-East,Relatively New,1700.0,,,0,0,0,0,0,1,101
998,flat,ats tourmaline,sector 109,1.75,8139.0,2150.0,Super Built up area 2150(199.74 sq.m.),3.0,4.0,3+,9.0,North-East,Relatively New,2150.0,,,0,0,0,0,0,1,94
999,flat,experion the heartsong,sector 108,0.93,6079.0,1530.0,Super Built up area 1283(119.19 sq.m.),2.0,3.0,3,10.0,East,Relatively New,1283.0,,,0,0,0,0,0,1,81
1000,flat,experion windchants,sector 112,4.75,12622.0,3763.0,Super Built up area 3763(349.59 sq.m.),3.0,5.0,3+,4.0,West,Relatively New,3763.0,,,0,0,0,0,0,0,42
1001,flat,bestech altura,sector 79,1.72,8000.0,2150.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,4.0,3+,5.0,North-East,Relatively New,2150.0,,1300.0,0,0,0,0,0,0,174
1002,flat,tata primanti,sector 72,6.75,19285.0,3500.0,Super Built up area 4250(394.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4.0,4.0,3+,0.0,North-East,New Property,4250.0,4000.0,3500.0,0,0,0,0,0,0,174
1003,flat,emaar digihomes,sector 62,2.45,16000.0,1531.0,Built Up area: 1200 (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,2,7.0,North-East,New Property,,1200.0,1000.0,0,0,0,0,0,2,174
1004,flat,ss the leaf,sector 85,2.2,6934.0,3173.0,Super Built up area 2812(261.24 sq.m.),4.0,5.0,3+,4.0,East,Relatively New,2812.0,,,0,0,0,0,0,1,106
1005,flat,tata primanti,sector 72,5.25,15648.0,3355.0,Super Built up area 3355(311.69 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4.0,4.0,3+,30.0,North-East,New Property,3355.0,3000.0,2800.0,0,0,0,0,0,0,174
1006,flat,tata primanti,sector 72,5.0,11363.0,4400.0,Super Built up area 4400(408.77 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4.0,4.0,3+,2.0,North-East,New Property,4400.0,4000.0,3500.0,0,0,0,0,0,0,174
1007,flat,tata primanti,sector 72,5.0,11111.0,4500.0,Built Up area: 4500 (418.06 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4.0,4.0,3+,2.0,North-East,Moderately Old,,4500.0,3500.0,0,0,1,0,1,0,174
1008,flat,la vida by tata housing,sector 113,2.7,16363.0,1650.0,Built Up area: 2217 (205.97 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,4.0,3+,4.0,North-West,Relatively New,,2217.0,1650.0,0,0,0,0,0,0,49
1009,flat,bestech park view city,sector 48,2.65,10323.0,2567.0,Super Built up area 2567(238.48 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4.0,4.0,3+,11.0,North-East,Moderately Old,2567.0,,1750.0,0,0,0,0,0,0,174
1010,flat,ambience creacions,sector 22,1.65,11956.0,1380.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,2,9.0,East,Relatively New,1380.0,1200.0,1000.0,0,0,1,0,1,2,133
1011,flat,ambience creacions,sector 22,2.55,13709.0,1860.0,Super Built up area 1860(172.8 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,8.0,North-East,Relatively New,1860.0,1600.0,1400.0,0,0,0,0,1,2,125
1012,flat,ambience creacions,sector 22,2.55,13709.0,1860.0,Super Built up area 1860(172.8 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,5.0,North-East,Relatively New,1860.0,1600.0,1400.0,0,0,0,0,0,2,49
1013,flat,ambience creacions,sector 22,4.3,13915.0,3090.0,Super Built up area 3090(287.07 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,4.0,3+,6.0,South-West,Relatively New,3090.0,2600.0,2100.0,0,0,0,0,1,2,120
1014,flat,tulip violet,sector 69,1.7,8457.0,2010.0,Super Built up area 2010(186.74 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),4.0,4.0,2,10.0,South-West,Relatively New,2010.0,,1610.0,0,0,1,0,0,1,174
1015,flat,ambience creacions,sector 22,2.4,17391.0,1380.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2.0,2.0,2,8.0,South-East,Relatively New,1380.0,1200.0,900.0,0,0,0,0,1,2,112
1016,flat,imperia the esfera,sector 37,0.87,5513.0,1578.0,Super Built up area 1578(146.6 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1110 sq.ft. (103.12 sq.m.),2.0,3.0,3+,5.0,North-West,Relatively New,1578.0,1300.0,1110.0,0,0,0,0,0,1,109
1017,flat,corona optus,sector 37,1.25,7090.0,1763.0,Super Built up area 1763(163.79 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1234 sq.ft. (114.64 sq.m.),3.0,3.0,3,4.0,North-West,Relatively New,1763.0,1350.0,1234.0,0,0,0,0,1,1,49
1018,flat,imperia the esfera,sector 37,0.99,5454.0,1815.0,Super Built up area 1815(168.62 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1270 sq.ft. (117.99 sq.m.),3.0,5.0,3+,5.0,North-West,Relatively New,1815.0,1400.0,1270.0,0,0,0,0,0,1,49
1019,flat,emaar gurgaon greens,sector 102,1.39,8424.0,1650.0,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,7.0,West,Relatively New,1650.0,,,0,0,0,0,0,0,21
1020,flat,the close north,sector 50,2.7,10364.0,2605.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,3.0,3+,6.0,East,Moderately Old,2605.0,2400.0,2200.0,0,0,0,0,0,1,174
1021,flat,bptp terra,sector 37,1.75,7987.0,2191.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,4.0,3,7.0,West,Relatively New,2191.0,2100.0,1800.0,0,0,0,0,1,0,120
1022,flat,bptp terra,sector 37,1.55,7074.0,2191.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,3.0,3+,19.0,North-East,Relatively New,2191.0,2100.0,1800.0,0,0,0,0,1,0,131
1023,flat,bptp terra,sector 37,1.6,7302.0,2191.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,3.0,3+,7.0,North,Relatively New,2191.0,2000.0,1800.0,0,0,0,0,1,0,139
1024,flat,ats tourmaline,sector 109,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.),3.0,3.0,3+,5.0,East,Relatively New,1750.0,1466.0,,0,0,0,0,0,1,44
1025,flat,bptp astaire gardens,sector 70,1.8,9350.0,1925.0,Built Up area: 1925 (178.84 sq.m.),3.0,3.0,3,3.0,North-West,Relatively New,,1925.0,,0,0,0,0,0,1,135
1026,flat,m3m woodshire,sector 107,1.65,5960.0,2768.0,Super Built up area 2768(257.16 sq.m.),4.0,5.0,3+,12.0,North-West,Relatively New,2768.0,,,0,0,0,0,0,1,21
1027,flat,unitech uniworld city,sector 30,3.55,14991.0,2368.0,Super Built up area 2368(219.99 sq.m.)Built Up area: 2367 sq.ft. (219.9 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,5.0,3+,16.0,North,Old Property,2368.0,2367.0,2000.0,0,0,0,0,0,0,141
1028,flat,dlf the icon,sector 43,6.0,26086.0,2300.0,Carpet area: 2300 (213.68 sq.m.),4.0,4.0,3+,18.0,North-East,Old Property,,,2300.0,0,0,0,0,0,0,150
1029,flat,bestech park view city,sector 48,1.8,10250.0,1756.0,Carpet area: 1756 (163.14 sq.m.),3.0,4.0,3,3.0,North-West,Moderately Old,,,1756.0,0,0,0,0,0,0,76
1030,flat,aipl the peaceful homes,sector 70,2.5,10638.0,2350.0,Super Built up area 2350(218.32 sq.m.),3.0,4.0,3,8.0,South,Relatively New,2350.0,,,0,0,0,0,0,0,174
1031,flat,hector trimurti heights,sector 39,1.5,6382.0,2350.0,Carpet area: 2350 (218.32 sq.m.),4.0,3.0,3,10.0,South-East,Old Property,,,2350.0,0,0,0,0,0,2,49
1032,flat,vatika lifestyle homes,sector 83,1.04,5699.0,1825.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,2.0,2,2.0,South-West,Moderately Old,1755.0,1500.0,1100.0,0,0,0,0,0,1,95
1033,flat,pyramid urban,sector 67,0.53,8967.0,591.0,Carpet area: 591 (54.91 sq.m.),2.0,2.0,1,6.0,West,Relatively New,,,591.0,0,0,0,0,1,0,49
1034,flat,shree vardhman victoria,sector 70,1.64,8410.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,8.0,North-East,Relatively New,1950.0,,1161.0,0,0,0,0,0,1,126
1035,flat,emaar mgf emerald floors premier,sector 65,2.9,14683.0,1975.0,Super Built up area 1975(183.48 sq.m.),4.0,4.0,3+,4.0,North-East,Relatively New,1975.0,,,0,0,0,0,0,0,152
1036,flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,1650.0,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,0.0,North-East,Relatively New,1650.0,,,0,0,0,0,0,0,159
1037,flat,dlf park place,sector 54,4.85,30180.0,1607.0,Super Built up area 1983(184.23 sq.m.)Built Up area: 1785 sq.ft. (165.83 sq.m.)Carpet area: 1607 sq.ft. (149.3 sq.m.),3.0,4.0,3+,6.0,North,Moderately Old,1983.0,1785.0,1607.0,0,0,0,0,0,2,158
1038,flat,vatika gurgaon,sector 83,1.25,6313.0,1980.0,Super Built up area 1980(183.95 sq.m.),3.0,3.0,2,2.0,West,Relatively New,1980.0,,,0,0,0,0,0,1,119
1039,flat,shree vardhman flora,sector 90,0.92,4717.0,1950.0,Carpet area: 1950 (181.16 sq.m.),3.0,3.0,2,6.0,North,Relatively New,,,1950.0,0,0,0,0,0,0,49
