,property_type,society,sector,price_in_crores,price_per_sqft,area_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Super Built up area,Built Up area,Carpet area,study room,store room,Pooja Room,servant room,Others,furnishing_type,luxury_score
1874,flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.0,1692.0,Super Built up area 1692(157.19 sq.m.),3.0,3.0,3,1.0,East,Relatively New,1692.0,,,0,0,0,0,0,1,141
1875,flat,shapoorji pallonji joyville gurugram,sector 102,1.24,10205.0,1215.0,Super Built up area 1215(112.88 sq.m.),2.0,2.0,2,10.0,East,Relatively New,1215.0,,,0,0,0,0,0,1,141
1876,flat,shapoorji pallonji joyville gurugram,sector 102,0.96,10491.0,915.0,Super Built up area 915(85.01 sq.m.),2.0,2.0,2,10.0,East,Relatively New,915.0,,,0,0,0,0,0,1,132
1877,flat,conscient heritage max,sector 102,1.82,9371.0,1942.0,Super Built up area 1942(180.42 sq.m.),3.0,4.0,3+,15.0,East,Moderately Old,1942.0,,,0,0,0,0,0,1,125
1878,flat,conscient heritage max,sector 102,2.65,10375.0,2554.0,Super Built up area 2554(237.27 sq.m.),4.0,5.0,3+,17.0,North,Moderately Old,2554.0,,,0,0,0,0,0,1,125
1879,flat,conscient heritage max,sector 102,2.2,10237.0,2149.0,Super Built up area 2149(199.65 sq.m.),3.0,4.0,3+,9.0,South-East,Moderately Old,2149.0,,,0,0,0,0,0,1,125
1880,flat,conscient heritage max,sector 102,1.78,9218.0,1931.0,Super Built up area 1931(179.4 sq.m.),3.0,4.0,3+,5.0,East,Moderately Old,1931.0,,,0,0,0,0,0,1,125
1881,flat,sbtl caladium,sector 109,1.68,6601.0,2545.0,Super Built up area 2545(236.44 sq.m.),3.0,3.0,3+,7.0,East,Moderately Old,2545.0,,,0,0,0,0,0,1,134
1882,flat,sbtl caladium,sector 109,1.3,6914.0,1880.0,Super Built up area 1880(174.66 sq.m.),3.0,2.0,3,16.0,East,Moderately Old,1880.0,,,0,0,0,0,0,1,134
1883,flat,signature global solera,sector 107,0.49,8222.0,596.0,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.),2.0,2.0,1,8.0,South-West,Relatively New,602.0,598.0,,0,0,0,0,1,2,49
1884,flat,vatika city homes,sector 83,1.08,6206.0,1740.0,Super Built up area 1740(161.65 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3,6.0,South-West,Relatively New,1740.0,,1350.0,0,0,0,0,0,1,111
1885,flat,bestech altura,sector 79,1.72,8400.0,2048.0,Built Up area: 2050 (190.45 sq.m.),3.0,4.0,3,9.0,East,New Property,,2050.0,,0,0,0,0,0,1,49
1886,flat,ashiana apartment,sector 23,0.16,2051.0,780.0,Super Built up area 780(72.46 sq.m.),2.0,2.0,2,1.0,not available,Moderately Old,780.0,,,0,0,0,0,0,1,0
1887,flat,hcbs sports ville,sohna road,0.2,2666.0,750.0,Super Built up area 750(69.68 sq.m.)Built Up area: 743 sq.ft. (69.03 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,1,4.0,not available,New Property,750.0,743.0,600.0,0,0,0,0,0,1,15
1888,flat,orchid island,sector 51,0.71,7891.0,900.0,Carpet area: 906 (84.17 sq.m.),2.0,2.0,1,4.0,not available,Relatively New,,,906.0,0,0,0,0,0,1,23
1889,flat,signature global park,sohna road,0.54,6506.0,830.0,Carpet area: 830 (77.11 sq.m.),2.0,2.0,1,2.0,not available,Relatively New,,,830.0,0,0,0,0,0,1,16
1890,flat,vipul lavanya,sector 81,0.65,5265.0,1235.0,Super Built up area 1225(113.81 sq.m.)Carpet area: 776 sq.ft. (72.09 sq.m.),2.0,2.0,2,14.0,not available,Moderately Old,1225.0,,776.0,0,0,0,0,0,1,96
1891,flat,vipul world,sector 48,1.38,9482.0,1455.0,Carpet area: 1450 (134.71 sq.m.),3.0,3.0,1,2.0,not available,Relatively New,,,1450.0,0,0,0,0,0,1,60
1892,flat,signature global the millennia 3,sector 37,0.45,7627.0,590.0,Carpet area: 590 (54.81 sq.m.),2.0,3.0,2,8.0,not available,Undefined,,,590.0,0,0,0,0,0,1,8
1893,flat,avl 36 gurgaon,sector 36,0.45,9000.0,500.0,Super Built up area 500(46.45 sq.m.),1.0,1.0,1,9.0,not available,Relatively New,500.0,,,0,0,0,0,0,1,0
1894,flat,vatika lifestyle homes,sector 83,1.15,6552.0,1755.0,Super Built up area 1755(163.04 sq.m.),3.0,2.0,3,15.0,not available,Relatively New,1755.0,,,0,0,0,0,0,1,37
1895,flat,vatika city,sector 49,3.6,11920.0,3020.0,Carpet area: 3020 (280.57 sq.m.),4.0,5.0,3,7.0,not available,Moderately Old,,,3020.0,0,0,1,0,0,2,15
1896,flat,tarc maceo,sector 91,0.9,6870.0,1310.0,Super Built up area 1310(121.7 sq.m.),2.0,2.0,2,13.0,East,Relatively New,1310.0,,,0,0,0,0,0,2,67
1897,flat,kendriya vihar,sector 56,0.55,9016.0,610.0,Carpet area: 610 (56.67 sq.m.),1.0,2.0,1,0.0,not available,Old Property,,,610.0,0,0,0,0,0,1,68
1898,flat,m3m sky lofts,sector 71,0.9,13177.0,683.0,Built Up area: 683 (63.45 sq.m.),1.0,1.0,0,6.0,not available,New Property,,683.0,,0,0,0,0,0,1,77
1899,flat,lotus homz,sector 111,0.5,14838.0,337.0,Carpet area: 336.96 (31.3 sq.m.),1.0,1.0,1,2.0,not available,Relatively New,,,336.96,0,0,0,0,0,2,72
1900,flat,m3m heights,sector 65,2.86,14000.0,2043.0,Carpet area: 2040 (189.52 sq.m.),3.0,3.0,3,45.0,East,Undefined,,,2040.0,0,0,0,0,0,1,48
1901,flat,ansal api sushant estate,sector 52,0.29,11600.0,250.0,Carpet area: 250 (23.23 sq.m.),1.0,1.0,0,0.0,not available,Moderately Old,,,250.0,0,0,0,0,0,0,49
1902,flat,satya the hermitage,sector 103,0.89,6137.0,1450.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 1081 sq.ft. (100.43 sq.m.),2.0,3.0,3,1.0,not available,Relatively New,1450.0,,1081.0,0,0,0,0,0,0,75
1903,flat,satya the hermitage,sector 103,1.12,5625.0,1991.0,Super Built up area 1991(184.97 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,4.0,3+,9.0,not available,New Property,1991.0,,1500.0,0,0,0,0,0,1,49
1904,flat,gls avenue 51,sector 92,0.5,7812.0,640.0,Super Built up area 640(59.46 sq.m.),3.0,3.0,1,0.0,not available,Relatively New,640.0,,,0,0,0,0,0,1,0
1905,flat,pareena coban residences,sector 99,1.4,7010.0,1997.0,Super Built up area 1997(185.53 sq.m.),3.0,5.0,3+,6.0,not available,New Property,1997.0,,,0,0,0,0,0,1,15
1906,flat,dlf regal gardens,sector 90,2.05,9000.0,2278.0,Super Built up area 2215(205.78 sq.m.),4.0,4.0,3+,5.0,not available,Relatively New,2215.0,,,0,0,0,0,0,0,49
1907,flat,eldeco accolade,sohna road,0.87,5965.0,1459.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2.0,2.0,3+,10.0,not available,Relatively New,1457.0,,849.0,0,0,0,0,0,1,72
1908,flat,ireo uptown,sector 66,1.32,11442.0,1154.0,Super Built up area 1158(107.58 sq.m.),2.0,2.0,2,6.0,not available,Relatively New,1158.0,,,0,0,0,0,0,1,45
1909,flat,microtek greenburg,sector 86,1.3,8756.0,1485.0,Super Built up area 1480(137.5 sq.m.),2.0,2.0,3,10.0,not available,Relatively New,1480.0,,,0,0,0,0,0,1,38
1910,flat,signature global park,sohna road,0.95,7850.0,1210.0,Built Up area: 1210 (112.41 sq.m.),3.0,2.0,3+,3.0,East,New Property,,1210.0,,0,0,0,0,0,1,85
1911,flat,gls avenue 51,sector 92,0.42,6562.0,640.0,Carpet area: 640 (59.46 sq.m.),3.0,3.0,1,2.0,not available,Relatively New,,,640.0,0,0,0,0,0,1,20
1912,flat,orris carnation residency,sector 85,0.88,5952.0,1478.0,Super Built up area 1485(137.96 sq.m.),3.0,3.0,1,1.0,South,Relatively New,1485.0,,,0,0,0,0,0,1,65
1913,flat,awho sispal vihar,sector 49,2.0,7262.0,2754.0,Super Built up area 2754(255.85 sq.m.),4.0,3.0,3+,4.0,not available,Old Property,2754.0,,,0,0,0,0,0,1,65
1914,flat,suncity heights,sector 54,3.85,16445.0,2341.0,Super Built up area 2341(217.49 sq.m.),3.0,3.0,3+,8.0,not available,Old Property,2341.0,,,0,0,0,0,0,1,67
1915,flat,la vida by tata housing,sector 113,3.72,13984.0,2660.0,Carpet area: 2660 (247.12 sq.m.),5.0,4.0,3+,0.0,not available,New Property,,,2660.0,0,0,1,0,0,2,44
1916,flat,signature global city,sector 37,0.68,11724.0,580.0,Carpet area: 580 (53.88 sq.m.),2.0,2.0,3,9.0,not available,New Property,,,580.0,0,0,0,0,1,1,58
1917,flat,godrej nature plus,sector 33,1.31,15982.0,820.0,Carpet area: 76.44,2.0,2.0,2,4.0,not available,Under Construction,,,76.44,0,0,0,0,0,1,92
1918,flat,godrej nature plus,sector 33,1.65,8266.0,1996.0,Carpet area: 1996 (185.43 sq.m.),3.0,3.0,3,2.0,not available,Undefined,,,1996.0,0,0,0,0,0,1,37
1919,flat,emaar mgf palm hills,sector 77,1.9,9500.0,2000.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1218.03 sq.ft. (113.16 sq.m.),3.0,4.0,3+,6.0,South-West,New Property,2000.0,,1218.03,0,0,0,0,0,0,42
1920,flat,tarc maceo,sector 91,1.8,7758.0,2320.0,Carpet area: 2320 (215.54 sq.m.),4.0,3.0,3+,0.0,North,Relatively New,,,2320.0,0,0,1,0,0,2,45
1921,flat,rof aalayas,sector 102,0.45,8404.0,535.0,Super Built up area 597(55.46 sq.m.)Carpet area: 535.4 sq.ft. (49.74 sq.m.),2.0,2.0,1,14.0,North,Relatively New,597.0,,535.4,0,0,0,0,0,2,57
1922,flat,green homes,sector 52,1.85,7872.0,2350.0,Super Built up area 2350(218.32 sq.m.),3.0,3.0,3,7.0,not available,Moderately Old,2350.0,,,0,0,0,0,0,1,28
1923,flat,awho shanti vihar,sector 95,0.8,8888.0,900.0,Super Built up area 900(83.61 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2.0,2.0,3,9.0,East,New Property,900.0,,550.0,0,0,0,0,0,1,67
1924,flat,ansal api esencia,sector 67,1.0,6435.0,1554.0,Super Built up area 1554(144.37 sq.m.),3.0,3.0,3+,2.0,not available,Moderately Old,1554.0,,,0,0,0,0,0,1,9
1925,flat,spaze privy at,sector 84,1.2,7453.0,1610.0,Super Built up area 1610(149.57 sq.m.),2.0,2.0,3,3.0,not available,Relatively New,1610.0,,,0,0,0,0,0,0,133
1926,flat,signature global park,sohna road,0.85,7863.0,1081.0,Super Built up area 1081(100.43 sq.m.)Built Up area: 1080 sq.ft. (100.34 sq.m.)Carpet area: 670 sq.ft. (62.25 sq.m.),3.0,2.0,2,4.0,East,New Property,1081.0,1080.0,670.0,0,0,0,0,0,1,23
1927,flat,breez global hill view,sohna road,0.35,5600.0,625.0,Carpet area: 625 (58.06 sq.m.),2.0,2.0,2,14.0,not available,Relatively New,,,625.0,0,0,0,0,0,1,98
1928,flat,godrej oasis,sector 88,1.15,9856.0,1167.0,Carpet area: 108.4,2.0,2.0,1,12.0,not available,New Property,,,108.4,0,0,0,0,0,1,79
1929,flat,sare crescent parc,sector 92,1.0,4778.0,2093.0,Built Up area: 2093 (194.45 sq.m.),4.0,4.0,3,9.0,not available,Undefined,,2093.0,,0,0,0,0,0,1,0
1930,flat,tarc maceo,sector 91,0.96,5413.0,1774.0,Super Built up area 1404(130.44 sq.m.),2.0,2.0,3+,8.0,East,Moderately Old,1404.0,,,0,0,0,0,0,1,85
1931,flat,dlf new town heights,sector 86,1.3,6735.0,1930.0,Super Built up area 1930(179.3 sq.m.),3.0,3.0,3,12.0,West,Moderately Old,1930.0,,,0,0,1,0,0,1,106
1932,flat,rose apartment,sector 28,3.0,10482.0,2862.0,Super Built up area 2862(265.89 sq.m.),3.0,5.0,3+,8.0,not available,Old Property,2862.0,,,0,0,0,0,0,1,0
1933,flat,m3m soulitude,sector 89,1.3,8700.0,1494.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,3.0,2,1.0,not available,New Property,1500.0,,900.0,0,0,0,0,1,1,45
1934,flat,the rama apartment cghs,sector 43,2.5,10204.0,2450.0,Carpet area: 2450 (227.61 sq.m.),4.0,4.0,3+,4.0,East,Moderately Old,,,2450.0,0,0,0,0,0,1,26
1935,flat,emaar palm heights,sector 77,2.25,11250.0,2000.0,Super Built up area 2000(185.81 sq.m.),3.0,3.0,3,22.0,not available,New Property,2000.0,,,0,0,0,0,0,0,42
1936,flat,bestech park view ananda,sector 81,1.45,8734.0,1660.0,Super Built up area 1660(154.22 sq.m.)Carpet area: 1082 sq.ft. (100.52 sq.m.),3.0,2.0,3+,3.0,not available,Relatively New,1660.0,,1082.0,0,0,0,0,1,1,45
1937,flat,godrej aria,sector 79,1.45,9062.0,1600.0,Super Built up area 1495(138.89 sq.m.)Built Up area: 1494 sq.ft. (138.8 sq.m.),2.0,2.0,3+,9.0,East,Relatively New,1495.0,1494.0,,0,0,0,0,0,1,113
1938,flat,whiteland blissville,sector 76,1.9,11363.0,1672.0,Super Built up area 1672(155.33 sq.m.),3.0,3.0,2,0.0,not available,Under Construction,1672.0,,,0,0,0,0,0,1,61
1939,flat,gls avenue 51,sector 92,0.5,7812.0,640.0,Carpet area: 640 (59.46 sq.m.),3.0,3.0,1,12.0,not available,New Property,,,640.0,0,0,0,0,0,2,95
1940,flat,m3m the marina,sector 68,1.45,9615.0,1508.0,Super Built up area 1508(140.1 sq.m.),3.0,2.0,3+,9.0,not available,New Property,1508.0,,,0,0,0,0,0,1,0
1941,flat,smart world gems,sector 89,1.05,9519.0,1103.0,Built Up area: 1103 (102.47 sq.m.),2.0,2.0,2,4.0,not available,Under Construction,,1103.0,,0,0,0,0,1,1,38
1942,flat,bptp freedom park life,sector 57,5.5,8982.0,6123.0,Built Up area: 5010 (465.44 sq.m.),5.0,6.0,3+,19.0,East,Moderately Old,,5010.0,,0,0,1,0,0,0,153
1943,flat,sidhartha ncr one,sector 95,0.56,4106.0,1364.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,2,10.0,not available,Undefined,,1364.0,1200.0,0,0,0,0,0,1,0
1944,flat,sidhartha ncr one,sector 95,0.57,4179.0,1364.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1232 sq.ft. (114.46 sq.m.),2.0,2.0,2,10.0,not available,Undefined,,1364.0,1232.0,0,0,0,0,0,1,0
1945,flat,ats triumph,sector 104,2.3,10000.0,2300.0,Carpet area: 2290 (212.75 sq.m.),3.0,4.0,3+,15.0,North-East,New Property,,,2290.0,0,0,0,0,0,1,117
1946,flat,shree vardhman victoria,sector 70,1.75,8205.0,2133.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,7.0,not available,New Property,1950.0,,1161.0,0,0,1,0,0,1,37
1947,flat,emaar gurgaon greens,sector 102,1.6,9696.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,8.0,not available,Relatively New,1650.0,,1022.58,0,0,0,0,0,1,46
1948,flat,emaar digihomes,sector 62,3.95,15262.0,2588.0,Carpet area: 2588 (240.43 sq.m.),3.0,3.0,3,33.0,East,New Property,,,2588.0,0,0,0,0,0,0,49
1949,flat,apex our homes,sector 37,0.38,4108.0,925.0,Built Up area: 925 (85.94 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2.0,1,9.0,not available,Relatively New,,925.0,800.0,0,0,0,0,0,1,65
1950,flat,signature global solera 2,sector 107,0.51,9.0,566667.0,Carpet area: 514396 (47788.95 sq.m.),2.0,2.0,1,3.0,North,New Property,,,514396.0,0,0,0,0,0,1,44
1951,flat,signature the roselia,sector 95,0.41,6194.0,662.0,Built Up area: 670 (62.25 sq.m.)Carpet area: 569.25 sq.ft. (52.89 sq.m.),2.0,2.0,2,12.0,North,New Property,,670.0,569.25,0,0,0,0,0,0,90
1952,flat,sare crescent parc royal greens phase 1,sector 92,1.0,3713.0,2693.0,Super Built up area 2020(187.66 sq.m.),4.0,4.0,3,15.0,not available,New Property,2020.0,,,0,0,0,0,0,1,31
1953,flat,signature global the millennia 3,sector 37,0.5,7142.0,700.0,Carpet area: 700 (65.03 sq.m.),3.0,3.0,2,2.0,not available,Undefined,,,700.0,0,0,0,0,0,1,31
1954,flat,sare crescent parc,sector 92,0.8,6033.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3.0,2.0,2,3.0,North-East,Relatively New,,,1326.0,0,0,0,0,0,1,15
1955,flat,imperia the esfera,sector 37,0.86,4886.0,1760.0,Super Built up area 1760(163.51 sq.m.),3.0,3.0,2,0.0,not available,New Property,1760.0,,,0,0,0,0,1,1,35
1956,flat,ansal heights 86,sector 86,1.25,7396.0,1690.0,Super Built up area 1690(157.01 sq.m.),3.0,2.0,1,2.0,not available,New Property,1690.0,,,0,0,0,0,0,1,100
1957,flat,m3m golfestate,sector 65,5.9,17543.0,3363.0,Super Built up area 3363(312.43 sq.m.),3.0,3.0,3,9.0,not available,Moderately Old,3363.0,,,0,0,0,0,0,2,21
1958,flat,raheja teachers apartments,sector 31,1.2,7272.0,1650.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3.0,2.0,2,1.0,East,Moderately Old,1650.0,1450.0,1150.0,0,0,0,0,1,2,105
1959,flat,eldeco accolade,sohna road,0.95,6554.0,1449.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2.0,2.0,3,8.0,North-East,Undefined,1457.0,,849.0,0,0,0,0,0,1,42
1960,flat,emaar mgf the palm drive,sector 66,2.8,14358.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,2,12.0,East,New Property,1950.0,1920.0,1600.0,0,0,1,0,0,2,69
1961,flat,gls arawali homes,sohna road,0.28,4307.0,650.0,Super Built up area 650(60.39 sq.m.),2.0,2.0,2,12.0,not available,New Property,650.0,,,0,0,0,0,0,1,0
1962,flat,shapoorji pallonji joyville gurugram,sector 102,2.03,12000.0,1692.0,Super Built up area 1692(157.19 sq.m.)Carpet area: 1027.68 sq.ft. (95.47 sq.m.),3.0,3.0,2,1.0,not available,New Property,1692.0,,1027.68,0,0,0,0,0,1,67
1963,flat,laxmi pareena,sector 99,0.3,6666.0,450.0,Carpet area: 450 (41.81 sq.m.),2.0,1.0,0,12.0,North,Undefined,,,450.0,0,0,0,0,0,1,0
1964,flat,the new crpf apartments,sector 9a,0.75,5813.0,1290.0,Carpet area: 1290 (119.84 sq.m.),3.0,3.0,3,6.0,East,Old Property,,,1290.0,0,0,1,0,0,1,31
1965,flat,bptp astaire gardens,sector 70,1.7,8947.0,1900.0,Carpet area: 1900 (176.52 sq.m.),4.0,3.0,3,1.0,North-East,Relatively New,,,1900.0,0,0,0,0,0,0,49
1966,flat,experion windchants,sector 112,3.1,20666.0,1500.0,Carpet area: 1500 (139.35 sq.m.),2.0,2.0,3,9.0,not available,Relatively New,,,1500.0,0,0,0,0,0,0,80
1967,flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,900.0,Super Built up area 900(83.61 sq.m.)Carpet area: 587 sq.ft. (54.53 sq.m.),2.0,2.0,2,9.0,not available,New Property,900.0,,587.0,0,0,0,0,0,1,60
1968,flat,godrej habitat,sector 3,1.3,9002.0,1444.0,Carpet area: 1444 (134.15 sq.m.),2.0,2.0,2,6.0,not available,Under Construction,,,1444.0,0,0,0,0,0,1,36
1969,flat,gls arawali homes,sohna road,0.26,4513.0,576.0,Carpet area: 576 (53.51 sq.m.),2.0,2.0,2,5.0,East,New Property,,,576.0,0,0,0,0,0,1,78
1970,flat,mvn athens,sohna road,0.24,4210.0,570.0,Super Built up area 570(52.95 sq.m.),2.0,2.0,1,12.0,not available,Relatively New,570.0,,,0,0,0,0,0,1,38
1971,flat,shree vardhman mantra,sector 67,0.56,7000.0,800.0,Carpet area: 800 (74.32 sq.m.),2.0,2.0,1,8.0,not available,New Property,,,800.0,0,0,0,0,0,1,65
1972,flat,raheja atlantis,sector 31,5.5,18688.0,2943.0,Super Built up area 2943(273.41 sq.m.),4.0,5.0,3+,1.0,North,Relatively New,2943.0,,,0,0,1,0,0,1,81
1973,flat,dlf new town heights,sector 91,1.8,7679.0,2344.0,Carpet area: 2344 (217.76 sq.m.),4.0,4.0,3+,6.0,not available,Moderately Old,,,2344.0,0,0,1,0,0,1,81
1974,flat,dlf the skycourt,sector 86,1.6,8294.0,1929.0,Super Built up area 1929(179.21 sq.m.),3.0,3.0,1,14.0,North-East,Relatively New,1929.0,,,0,0,1,0,0,1,72
1975,flat,tashee capital gateway,sector 111,0.96,6500.0,1477.0,Super Built up area 1478(137.31 sq.m.),2.0,2.0,1,4.0,North,Undefined,1478.0,,,0,0,0,0,0,1,53
1976,flat,raheja atharva,sector 109,0.79,7931.0,996.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 996 sq.ft. (92.53 sq.m.),3.0,2.0,2,3.0,not available,Relatively New,1457.0,,996.0,0,0,0,0,0,0,44
1977,flat,breez global heights,sohna road,0.42,6420.0,654.0,Super Built up area 623(57.88 sq.m.),2.0,2.0,2,2.0,not available,New Property,623.0,,,0,0,0,0,0,1,73
1978,flat,adani brahma samsara vilasa,sector 63,3.35,16470.0,2034.0,Super Built up area 2034(188.96 sq.m.),3.0,3.0,3+,3.0,not available,New Property,2034.0,,,0,0,0,0,0,0,16
1979,flat,central park 2 bellevue,sector 48,5.0,11627.0,4300.0,Carpet area: 4300 (399.48 sq.m.),3.0,4.0,3,14.0,North-East,Moderately Old,,,4300.0,0,0,0,0,0,1,82
1980,flat,tulip orange,sector 70,1.0,10309.0,970.0,Carpet area: 970 (90.12 sq.m.),3.0,2.0,2,3.0,not available,Moderately Old,,,970.0,0,0,0,0,0,1,58
1981,flat,central park 2 bellevue,sector 48,2.75,10754.0,2557.0,Super Built up area 2557(237.55 sq.m.)Carpet area: 2550 sq.ft. (236.9 sq.m.),3.0,4.0,3+,3.0,not available,Moderately Old,2557.0,,2550.0,0,0,0,0,0,1,32
1982,flat,sobha city,sector 108,2.4,17378.0,1381.0,Super Built up area 1381(128.3 sq.m.),2.0,2.0,2,14.0,not available,New Property,1381.0,,,0,0,0,0,0,0,113
1983,flat,birla navya,sector 63,3.15,14632.0,2153.0,Carpet area: 200,3.0,3.0,3,4.0,East,Undefined,,,200.0,0,0,0,0,1,1,44
1984,flat,ashiana mulberry,sohna road,0.95,6485.0,1465.0,Super Built up area 1465(136.1 sq.m.)Built Up area: 1175.97 sq.ft. (109.25 sq.m.)Carpet area: 834.96 sq.ft. (77.57 sq.m.),2.0,2.0,3+,3.0,not available,New Property,1465.0,1175.97,834.96,0,0,0,0,0,1,89
1985,flat,godrej nature plus,sector 33,1.4,15124.0,926.0,Super Built up area 145Carpet area: 86 sq.m.,3.0,2.0,3+,20.0,not available,New Property,145.0,,86.0,0,0,0,0,0,1,70
1986,flat,central park flower valley,sector 33,2.15,13522.0,1590.0,Super Built up area 1590(147.72 sq.m.),3.0,3.0,3+,1.0,not available,New Property,1590.0,,,0,0,0,0,0,1,31
1987,flat,tarc maceo,sector 91,1.8,7758.0,2320.0,Carpet area: 2320 (215.54 sq.m.),3.0,3.0,3+,0.0,North,Relatively New,,,2320.0,0,0,1,0,0,2,45
1988,flat,pareena laxmi apartments,sector 99,0.31,5904.0,525.0,Carpet area: 525 (48.77 sq.m.),2.0,2.0,2,6.0,East,New Property,,,525.0,0,0,0,0,0,1,74
1989,flat,signature global city 37d ph 2,sector 37,1.07,8237.0,1299.0,Carpet area: 1305 (121.24 sq.m.),3.0,3.0,2,2.0,North-East,Undefined,,,1305.0,0,0,0,0,0,1,86
1990,flat,raheja vedaanta,sector 108,0.7,4651.0,1505.0,Built Up area: 1505 (139.82 sq.m.),2.0,2.0,2,12.0,South,Undefined,,1505.0,,0,0,0,0,0,1,0
1991,flat,eldeco accolade,sohna road,1.1,7549.0,1457.0,Super Built up area 1457(135.36 sq.m.),3.0,2.0,3,13.0,not available,Relatively New,1457.0,,,0,0,0,0,0,1,56
1992,flat,woodstock floors,sector 50,1.05,10627.0,988.0,Carpet area: 988 (91.79 sq.m.),2.0,2.0,2,2.0,North,Moderately Old,,,988.0,0,0,0,0,0,1,53
1993,flat,mvn athens,sohna road,0.25,3671.0,681.0,Built Up area: 681 (63.27 sq.m.)Carpet area: 581 sq.ft. (53.98 sq.m.),2.0,2.0,1,11.0,not available,Relatively New,,681.0,581.0,0,0,0,0,0,0,67
1994,flat,adani aangan galleria,sector 89,0.42,4941.0,850.0,Super Built up area 850(78.97 sq.m.),2.0,2.0,2,3.0,not available,Relatively New,850.0,,,0,0,0,0,0,1,0
1995,flat,birla navya,sector 63,2.1,16666.0,1260.0,Carpet area: 1260 (117.06 sq.m.),2.0,2.0,2,2.0,not available,Undefined,,,1260.0,0,0,0,0,0,1,38
1996,flat,ramsons kshitij,sector 95,0.19,591.0,3215.0,Carpet area: 3212 (298.4 sq.m.),1.0,1.0,1,14.0,East,Relatively New,,,3212.0,0,0,0,0,0,1,49
1997,flat,the arzoo cghs,sector 51,2.1,9130.0,2300.0,Built Up area: 2300 (213.68 sq.m.),4.0,4.0,3,1.0,not available,Relatively New,,2300.0,,0,0,0,0,0,1,58
1998,flat,sare crescent parc,sector 92,1.44,7068.0,2037.0,Carpet area: 2040 (189.52 sq.m.),4.0,4.0,3,8.0,not available,Relatively New,,,2040.0,0,0,0,0,0,1,37
1999,flat,sare crescent parc,sector 92,0.71,4933.0,1439.0,Carpet area: 1436 (133.41 sq.m.),3.0,3.0,2,6.0,not available,Relatively New,,,1436.0,0,0,0,0,0,1,37
2000,flat,breez global heights,sohna road,0.21,5329.0,394.0,Carpet area: 394 (36.6 sq.m.),1.0,1.0,1,2.0,not available,Relatively New,,,394.0,0,0,0,0,0,1,21
2001,flat,shapoorji pallonji joyville gurugram,sector 102,2.5,14000.0,1786.0,Super Built up area 1827(169.73 sq.m.),3.0,3.0,3,15.0,not available,Undefined,1827.0,,,0,0,0,0,0,1,151
2002,flat,signature the roselia,sector 95,0.41,7293.0,562.0,Built Up area: 670 (62.25 sq.m.)Carpet area: 569 sq.ft. (52.86 sq.m.),2.0,2.0,2,12.0,South,New Property,,670.0,569.0,0,0,0,0,0,0,93
2003,flat,sare homes,sector 92,0.56,4729.0,1184.0,Carpet area: 1184 (110 sq.m.),3.0,1.0,3,1.0,East,Moderately Old,,,1184.0,0,0,0,0,0,0,75
2004,flat,hcbs sports ville,sector 2,0.35,4375.0,800.0,Built Up area: 800 (74.32 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,2,8.0,East,Relatively New,,800.0,600.0,0,0,0,0,0,1,37
2005,flat,hsiidc sidco aravali,manesar,0.9,3477.0,2588.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3.0,3.0,3,2.0,not available,Old Property,2588.0,1900.0,,0,0,0,0,0,2,21
