property_type,society,sector,price_in_crores,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,Built Up area,study room,store room,Pooja Room,servant room,Others,furnishing_type,luxury_score
flat,mariners home,sector 56,2.11,8612.244897959185,3.0,2.0,3,4.0,Relatively New,2250.0,0,0,0,0,1,0,126
flat,capital residences 360,sector 70,1.18,8137.931034482759,2.0,2.0,3,7.0,New Property,1400.0,0,0,1,0,0,1,140
flat,capital residences 360,sector 70,1.15,11500.0,2.0,2.0,3,4.0,New Property,1400.0,0,0,1,0,0,1,132
flat,capital residences 360,sector 70,1.66,8400.80971659919,3.0,3.0,3+,8.0,New Property,1900.0,0,0,0,0,0,1,132
flat,capital residences 360,sector 70,1.68,8502.024291497975,3.0,3.0,3+,5.0,New Property,1900.0,0,0,0,0,0,1,141
flat,sobha city,sector 108,3.95,16858.72812633376,3.0,4.0,2,15.0,Relatively New,2960.0,0,0,0,0,0,1,49
flat,emaar digihomes,sector 62,2.1,13925.729442970822,2.0,2.0,3,12.0,New Property,1500.0,0,0,0,0,1,0,49
flat,capital residences 360,sector 70,1.64,8299.595141700405,3.0,3.0,3+,4.0,New Property,1950.0,0,0,0,0,0,1,144
flat,capital residences 360,sector 70,1.69,8552.631578947368,3.0,3.0,3+,8.0,New Property,1900.0,0,0,0,0,0,1,165
flat,m3m golfestate,sector 65,6.15,18287.243532560213,3.0,3.0,3,23.0,Moderately Old,4549.0,0,0,0,0,0,0,60
flat,m3m golfestate,sector 65,6.1,18138.566755872733,3.0,3.0,3,19.0,Moderately Old,4549.0,0,0,0,0,0,0,174
flat,dlf the primus,sector 82,1.59,10338.10143042913,3.0,3.0,3+,5.0,Relatively New,2483.0,0,0,0,0,1,2,167
flat,emaar mgf palm hills,sector 77,1.08,5400.0,3.0,4.0,3+,5.0,Relatively New,1810.0,0,0,0,0,1,0,167
flat,emaar mgf palm hills,sector 77,1.09,5382.716049382716,3.0,4.0,3+,5.0,Relatively New,1833.0,0,0,0,0,1,0,167
flat,aipl club residences,sector 70,0.85,9139.78494623656,2.0,2.0,2,5.0,Relatively New,842.0,0,0,0,0,0,0,45
flat,sobha city,sector 108,3.95,16858.72812633376,3.0,5.0,2,15.0,New Property,2960.0,0,0,0,0,0,1,118
flat,sobha city,sector 108,2.5,14611.338398597312,3.0,3.0,2,19.0,New Property,1480.0,0,0,0,0,0,1,166
flat,the lions cghs,sector 56,2.05,7884.615384615385,4.0,4.0,3+,6.0,Relatively New,2500.0,0,0,0,0,1,0,101
flat,meditech apartment,sector 56,2.45,8166.666666666667,4.0,4.0,3+,1.0,Relatively New,2900.0,0,0,0,0,1,0,118
flat,kiran residency,sector 56,1.5,7500.0,3.0,3.0,3+,4.0,Relatively New,1900.0,0,0,0,0,0,0,126
flat,shree kirpalu gi sector 52,sector 52,1.45,7631.578947368421,3.0,3.0,3+,7.0,Relatively New,1800.0,0,0,0,0,1,0,108
flat,ss the leaf,sector 85,1.2,7317.073170731707,2.0,2.0,3,6.0,Relatively New,1300.0,0,0,0,0,0,0,174
flat,emaar mgf emerald floors premier,sector 65,2.4,14545.454545454546,3.0,3.0,3,3.0,Relatively New,1600.0,0,0,0,0,0,0,49
flat,dlf the ultima,sector 81,2.5,11726.078799249532,3.0,3.0,2,20.0,Relatively New,1700.0,0,0,0,0,0,2,174
flat,emaar palm gardens,sector 83,1.55,9011.627906976744,3.0,3.0,3,4.0,Relatively New,1400.0,0,0,0,0,0,0,174
flat,emaar palm gardens,sector 83,1.76,9263.157894736842,3.0,3.0,3,6.0,Relatively New,1500.0,0,0,0,0,0,0,165
flat,emaar palm gardens,sector 83,1.76,9263.157894736842,3.0,3.0,3,5.0,Relatively New,1600.0,0,0,0,0,0,0,174
flat,godrej frontier,sector 80,1.4,6189.21308576481,3.0,4.0,2,10.0,Moderately Old,1854.0,0,0,1,0,0,1,111
flat,godrej frontier,sector 80,1.1,5705.39419087137,3.0,3.0,3,8.0,Moderately Old,1580.0,0,0,0,0,0,1,111
flat,dlf the ultima,sector 81,2.45,11491.55722326454,3.0,3.0,2,9.0,Relatively New,1800.0,0,0,0,0,0,0,174
flat,ireo the grand arch,sector 58,3.8,17560.07393715342,3.0,4.0,1,19.0,Moderately Old,2164.0,0,0,0,0,0,0,167
flat,dlf park place,sector 54,5.75,24688.707599828253,3.0,4.0,3,12.0,Relatively New,2329.0,0,0,0,0,0,2,174
flat,dlf the belaire,sector 54,10.0,24557.95677799607,4.0,5.0,3+,17.0,Moderately Old,3000.0,0,0,0,0,0,2,167
flat,suncity platinum towers,sector 28,6.2,23091.24767225326,3.0,4.0,3+,21.0,Relatively New,2000.0,0,0,0,0,0,0,160
flat,emaar palm gardens,sector 83,1.75,9210.526315789471,3.0,3.0,3,6.0,Relatively New,1600.0,0,0,0,0,0,0,150
flat,dlf the ultima,sector 81,2.4,11257.03564727955,3.0,3.0,2,10.0,Relatively New,1800.0,0,0,0,0,0,2,174
flat,emaar palm gardens,sector 83,1.75,9210.526315789471,3.0,3.0,3,6.0,Relatively New,1600.0,0,0,0,0,0,0,174
flat,godrej frontier,sector 80,1.4,6189.21308576481,3.0,4.0,2,6.0,Moderately Old,1922.0,0,0,1,0,0,1,111
flat,ramsons kshitij,sector 95,0.17,544.0,1.0,1.0,1,12.0,Relatively New,3569.0,0,0,0,0,0,1,56
flat,rof ananda,sector 95,0.2,5464.48087431694,1.0,1.0,1,10.0,Relatively New,407.0,0,0,0,0,0,1,82
flat,chd avenue,sector 71,1.2,7407.407407407408,3.0,3.0,3,4.0,Relatively New,1466.0,0,0,0,0,1,0,49
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10370.37037037037,2.0,2.0,3,7.0,Relatively New,1100.0,0,0,0,0,0,0,49
flat,indiabulls centrum park,sector 103,1.34,7486.033519553072,3.0,3.0,3+,13.0,Relatively New,2370.0,0,0,0,0,0,1,93
flat,ats triumph,sector 104,2.5,7936.507936507936,4.0,4.0,3+,14.0,New Property,2851.0,0,0,0,0,0,1,21
flat,puri diplomatic greens,sector 111,3.7,12542.372881355932,4.0,5.0,3+,12.0,Relatively New,2650.0,0,0,0,0,0,0,158
flat,hsiidc sidco shivalik apartments,manesar,0.6,4000.0,3.0,2.0,2,5.0,Moderately Old,1956.0,0,0,0,0,0,1,80
flat,alpha corp gurgaonone,sector 84,2.2,6406.523005241701,4.0,4.0,3+,15.0,Relatively New,3108.0,0,0,0,0,0,1,97
flat,dlf the belaire,sector 54,7.0,23333.33333333333,4.0,6.0,3+,12.0,Moderately Old,2715.0,0,0,1,0,0,0,108
flat,ats triumph,sector 104,2.6,8253.968253968254,4.0,4.0,3+,12.0,Relatively New,2851.0,0,0,0,0,0,1,118
flat,mahindra luminare,sector 59,5.8,19173.553719008265,3.0,4.0,3,16.0,New Property,3361.0,0,0,0,0,0,0,49
flat,shree vardhman victoria,sector 70,1.8,9230.76923076923,3.0,3.0,3+,10.0,New Property,1765.0,0,0,0,0,1,0,49
flat,m3m skywalk,sector 74,1.4,9831.460674157302,2.0,2.0,2,17.0,New Property,1289.0,0,0,0,0,0,0,167
flat,ss the leaf,sector 85,2.05,7290.184921763869,4.0,4.0,3+,4.0,Relatively New,2500.0,0,0,0,0,0,0,49
flat,ss the leaf,sector 85,1.17,6720.27570361861,2.0,3.0,3,10.0,Relatively New,1550.0,0,0,0,0,1,1,49
flat,dlf the skycourt,sector 86,1.58,8190.772420943494,3.0,3.0,1,16.0,Relatively New,1750.0,0,0,1,0,0,0,152
flat,dlf regal gardens,sector 90,1.25,8116.883116883117,3.0,3.0,3,8.0,Relatively New,1640.0,0,0,1,0,0,1,158
flat,rof ananda,sector 95,0.37,5745.341614906833,3.0,2.0,1,6.0,Relatively New,716.0,0,0,1,0,0,0,72
flat,rof ananda,sector 95,0.38,5900.621118012423,3.0,2.0,1,2.0,Relatively New,716.0,0,0,1,0,0,0,66
flat,rof ananda,sector 95,0.32,5828.779599271403,2.0,2.0,1,9.0,Relatively New,610.0,0,0,1,0,0,0,71
flat,rof ananda,sector 95,0.32,5734.767025089605,2.0,2.0,1,10.0,Relatively New,610.0,0,0,1,0,0,0,50
flat,rof ananda,sector 95,0.2,5464.48087431694,1.0,1.0,1,9.0,Relatively New,407.0,0,0,1,0,0,1,52
flat,rof ananda,sector 95,0.2,5602.240896358543,1.0,1.0,1,2.0,Relatively New,407.0,0,0,1,0,0,1,53
flat,mapsko royale ville,sector 82,1.22,7176.470588235294,3.0,5.0,3+,10.0,Relatively New,2000.0,0,0,1,0,0,0,76
flat,spaze privy at,sector 84,1.35,9642.857142857143,3.0,3.0,3,7.0,Relatively New,1750.0,0,0,1,0,0,1,90
flat,signature andour heights,sector 71,0.55,8607.198748043818,2.0,2.0,1,7.0,Relatively New,600.0,0,0,0,0,0,0,24
flat,sare homes,sector 92,1.12,5358.851674641149,4.0,4.0,2,12.0,Relatively New,2322.0,0,0,0,0,0,1,85
flat,sare homes,sector 92,1.1,5347.593582887701,4.0,4.0,3,4.0,Relatively New,2286.0,0,0,0,0,0,1,108
flat,sare homes,sector 92,0.68,5238.828967642527,3.0,3.0,2,11.0,Relatively New,1442.0,0,0,1,0,0,1,100
flat,sare homes,sector 92,1.19,5219.298245614035,4.0,3.0,3,14.0,Relatively New,2533.0,0,0,0,0,0,1,100
flat,suncity avenue,sector 102,0.47,8935.361216730038,2.0,2.0,1,5.0,Relatively New,867.0,0,0,0,0,0,1,142
flat,ats kocoon,sector 109,2.95,10350.877192982456,4.0,4.0,3+,7.0,Relatively New,3150.0,0,0,0,0,0,0,158
flat,bestech park view residency,sector 2,0.98,6261.980830670927,2.0,2.0,3,14.0,Moderately Old,1416.0,0,0,0,0,0,1,92
flat,bestech park view residency,sector 2,1.55,8072.916666666667,3.0,4.0,3+,10.0,Moderately Old,1738.0,0,0,0,0,0,1,100
flat,bestech park view residency,sector 2,1.01,7137.809187279152,2.0,2.0,3,0.0,Moderately Old,1281.0,0,0,0,0,0,1,92
flat,bestech park view residency,sector 2,1.51,7889.237199582027,3.0,4.0,3+,8.0,Moderately Old,1738.0,0,0,0,0,0,1,92
flat,bestech park view residency,sector 2,1.4,7865.168539325843,3.0,3.0,3+,8.0,Moderately Old,1611.0,0,0,0,0,0,1,92
flat,bestech park view residency,sector 2,1.59,8281.25,3.0,4.0,3+,11.0,Moderately Old,1738.0,0,0,0,0,0,1,100
flat,bestech park view residency,sector 2,0.56,8628.659476117104,1.0,2.0,2,7.0,Moderately Old,723.0,0,0,0,0,0,1,92
flat,conscient heritage max,sector 102,2.0,9306.654257794324,3.0,4.0,3+,13.0,Relatively New,1900.0,0,0,0,0,0,0,174
flat,emaar gurgaon greens,sector 102,1.35,10800.0,3.0,4.0,3+,9.0,Relatively New,1400.0,0,0,1,0,0,0,174
flat,bptp amstoria,sector 102,1.9,8444.444444444445,3.0,3.0,3+,1.0,Relatively New,2500.0,0,0,0,0,0,1,174
flat,conscient heritage max,sector 102,1.7,11333.333333333334,3.0,4.0,3+,8.0,Relatively New,1700.0,0,0,1,0,0,0,174
flat,paras dews,sector 106,1.15,7419.354838709677,3.0,3.0,3,11.0,Relatively New,1650.0,0,0,1,0,0,0,174
flat,ss the coralwood,sector 84,1.1,5820.10582010582,3.0,3.0,3+,12.0,Moderately Old,1710.0,0,0,0,0,0,0,104
flat,emaar gurgaon greens,sector 102,1.3,7878.787878787879,3.0,3.0,3,4.0,Relatively New,2061.0,0,0,0,0,0,0,125
flat,ireo the grand arch,sector 58,4.85,16934.35754189944,4.0,5.0,3,23.0,Relatively New,3182.0,0,0,1,0,1,0,49
flat,ireo the grand arch,sector 58,2.2,16000.0,2.0,2.0,1,5.0,Relatively New,1528.0,0,0,1,0,0,0,49
flat,experion the heartsong,sector 108,1.25,9259.25925925926,3.0,3.0,3,1.0,Relatively New,1500.0,0,0,1,0,0,1,174
flat,experion the heartsong,sector 108,1.55,7738.392411382925,3.0,3.0,3+,7.0,Relatively New,1750.0,0,0,1,0,0,0,174
flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.179265658748,3.0,3.0,3+,15.0,New Property,1700.0,0,0,1,0,0,1,174
flat,bestech park view sanskruti,sector 92,1.6,8020.050125313283,3.0,4.0,3+,10.0,Relatively New,1615.0,0,0,0,0,1,0,174
flat,emaar mgf the palm drive,sector 66,3.0,14285.714285714286,4.0,5.0,3+,10.0,Relatively New,2100.0,0,0,0,0,0,0,49
flat,ireo the grand arch,sector 58,2.2,16000.0,2.0,2.0,2,6.0,Relatively New,1244.0,0,0,0,0,0,1,42
flat,experion windchants,sector 112,5.2,10726.072607260729,4.0,6.0,3+,15.0,Relatively New,3655.35,0,0,1,0,0,0,174
flat,dlf regency park,sector 28,2.35,13224.535734383791,3.0,4.0,3,8.0,Old Property,1700.0,0,0,0,0,0,0,109
flat,emaar mgf emerald floors premier,sector 65,2.77,14025.316455696202,4.0,4.0,3+,3.0,Relatively New,2194.0,0,0,0,0,0,2,174
flat,emaar mgf emerald floors premier,sector 65,2.7,16363.636363636364,3.0,3.0,3,5.0,Relatively New,1650.0,0,0,0,0,0,0,108
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.424242424242,3.0,3.0,3,3.0,Relatively New,1833.0,0,0,0,0,0,0,124
flat,emaar mgf emerald floors premier,sector 65,2.79,14126.582278481012,4.0,4.0,3+,2.0,Relatively New,2194.0,0,0,0,0,0,2,174
flat,emaar mgf emerald floors premier,sector 65,2.3,13939.39393939394,3.0,4.0,3,3.0,Relatively New,1833.0,0,0,1,0,0,2,174
flat,the lions cghs,sector 56,2.1,8750.0,3.0,4.0,3+,8.0,Old Property,2200.0,0,0,0,0,1,0,166
flat,rail vihar cghs,sector 56,1.35,10384.615384615385,3.0,2.0,2,1.0,Old Property,1275.0,0,0,0,0,1,1,159
flat,puri emerald bay,sector 104,2.23,9911.111111111111,3.0,4.0,3+,10.0,Relatively New,3467.0,0,0,0,0,0,0,159
flat,experion the heartsong,sector 108,2.08,9904.761904761905,4.0,4.0,3+,3.0,Relatively New,2631.0,0,0,0,0,0,1,126
flat,experion the heartsong,sector 108,1.3,8344.03080872914,3.0,3.0,3+,7.0,Relatively New,2456.0,0,0,0,0,0,1,150
flat,suncity avenue,sector 102,0.48,9022.556390977445,2.0,2.0,1,5.0,Relatively New,867.0,0,0,0,0,0,1,159
flat,sobha city,sector 108,2.33,14463.06641837368,3.0,3.0,3,17.0,Relatively New,1711.0,0,0,0,0,0,0,159
flat,parsvnath green ville,sector 48,1.75,7201.64609053498,3.0,3.0,3,7.0,Old Property,2200.0,0,0,0,0,0,2,109
flat,parsvnath green ville,sector 48,1.6,8376.96335078534,3.0,3.0,3,13.0,Old Property,1700.0,0,0,0,0,1,0,119
flat,parsvnath green ville,sector 48,1.5,8787.346221441125,3.0,3.0,3,1.0,Old Property,1600.0,0,0,0,0,0,0,128
flat,orchid petals,sector 49,1.9,10526.315789473683,3.0,3.0,3,2.0,Old Property,1600.0,0,0,0,0,1,0,49
flat,ireo skyon,sector 60,3.7,13214.285714285714,4.0,5.0,3,10.0,Relatively New,2534.0,0,0,0,0,0,0,165
flat,ireo skyon,sector 60,3.75,13392.857142857143,4.0,5.0,3,15.0,Relatively New,2534.0,0,0,0,0,0,1,167
flat,m3m merlin,sector 67,3.4,14418.99915182358,3.0,4.0,3,15.0,Relatively New,3189.0,0,0,0,0,0,0,110
flat,ats kocoon,sector 109,2.2,10022.779043280185,3.0,4.0,3,8.0,Relatively New,1860.0,0,0,0,0,0,1,156
flat,vatika gurgaon,sector 83,0.83,6666.666666666667,2.0,2.0,2,12.0,Relatively New,1154.0,0,0,1,0,0,1,165
flat,emaar gurgaon greens,sector 102,1.45,8787.878787878788,3.0,3.0,3,7.0,Relatively New,1493.0,0,0,0,0,0,1,159
flat,shapoorji pallonji joyville gurugram,sector 102,1.77,9194.805194805194,3.0,3.0,3,1.0,Relatively New,1653.0,0,0,0,0,0,1,151
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,16440.677966101695,2.0,2.0,2,10.0,Relatively New,1156.0,0,0,0,0,0,1,151
flat,adani m2k oyster grande,sector 102,2.35,8468.468468468469,3.0,3.0,3,14.0,Relatively New,2351.0,0,0,0,0,0,0,165
flat,adani m2k oyster grande,sector 102,1.9,9103.977000479155,3.0,4.0,3,8.0,Relatively New,1710.0,0,0,0,0,0,1,165
flat,pyramid urban homes 2,sector 86,0.43,8582.834331337326,2.0,2.0,1,6.0,New Property,557.0,0,0,0,0,0,1,92
flat,shree vardhman victoria,sector 70,1.62,8307.692307692309,3.0,5.0,3,9.0,Relatively New,2410.0,0,0,0,0,0,1,43
flat,ss the leaf,sector 85,1.99,8659.70409051349,3.0,4.0,3+,17.0,Relatively New,2398.0,0,0,0,0,0,0,174
flat,shree vardhman victoria,sector 70,1.23,9111.111111111111,2.0,2.0,3,1.0,Relatively New,1222.0,0,0,0,0,0,1,43
flat,shree vardhman victoria,sector 70,1.63,8358.97435897436,3.0,5.0,3,12.0,Relatively New,2410.0,0,0,0,0,0,1,43
flat,shree vardhman victoria,sector 70,1.64,8384.45807770961,3.0,5.0,3,3.0,Relatively New,2410.0,0,0,0,0,0,1,51
flat,shree vardhman victoria,sector 70,1.25,9259.25925925926,2.0,2.0,3,3.0,Relatively New,1222.0,0,0,0,0,0,1,43
flat,sbtl caladium,sector 109,1.9,6219.312602291326,4.0,4.0,3,8.0,Relatively New,2765.0,0,0,0,0,0,1,151
flat,sbtl caladium,sector 109,1.2,6382.978723404255,3.0,2.0,2,8.0,Relatively New,1701.0,0,0,0,0,0,1,151
flat,sbtl caladium,sector 109,1.63,6404.715127701375,3.0,3.0,2,8.0,Relatively New,2303.0,0,0,0,0,0,1,159
flat,dlf regal gardens,sector 90,1.23,7052.752293577982,3.0,3.0,2,19.0,Relatively New,1578.0,0,0,0,0,1,1,6
flat,pyramid urban homes 2,sector 86,0.43,8582.834331337326,2.0,2.0,1,6.0,New Property,557.0,0,0,0,0,1,1,72
flat,ss the leaf,sector 85,1.07,6524.390243902439,2.0,2.0,3,21.0,Relatively New,1484.0,0,0,1,0,0,1,67
flat,orris aster court premier,sector 85,1.73,6757.8125,4.0,5.0,3+,8.0,Relatively New,2017.0,0,0,0,0,0,1,16
flat,orris aster court premier,sector 85,1.45,6839.622641509434,3.0,4.0,2,3.0,New Property,1616.0,0,0,0,0,0,1,16
flat,dlf the primus,sector 82,1.87,10394.663702056698,3.0,3.0,3,31.0,Moderately Old,2483.0,0,0,1,0,0,1,38
flat,dlf the primus,sector 82,1.85,10176.017601760175,3.0,3.0,3,15.0,Moderately Old,2500.0,0,0,0,0,1,1,38
flat,dlf regal gardens,sector 90,1.75,7900.677200902935,4.0,4.0,3+,3.0,Relatively New,2005.0,0,0,0,0,1,1,6
flat,microtek greenburg,sector 86,1.23,8310.81081081081,2.0,2.0,3,13.0,Relatively New,1339.0,0,0,0,0,0,1,6
flat,microtek greenburg,sector 86,1.25,8445.945945945947,2.0,2.0,3,13.0,Moderately Old,1339.0,0,0,0,0,0,1,6
flat,experion windchants,sector 112,5.6,11551.15511551155,4.0,6.0,3+,8.0,Relatively New,3655.35,0,0,0,0,0,0,168
flat,bestech park view ananda,sector 81,1.45,8011.049723756906,3.0,3.0,3,8.0,Relatively New,1650.0,0,0,0,0,1,0,128
flat,dlf the primus,sector 82,2.7,10481.366459627328,4.0,4.0,3+,18.0,Moderately Old,3057.0,0,0,0,0,0,1,38
flat,pyramid urban homes 2,sector 86,0.42,8484.848484848484,2.0,2.0,1,2.0,New Property,557.0,0,0,1,0,1,1,84
flat,dlf the ultima,sector 81,3.45,12356.7335243553,4.0,4.0,3+,25.0,Moderately Old,2527.0,0,0,0,0,0,1,67
flat,dlf the ultima,sector 81,3.25,11805.303305484926,4.0,4.0,3+,11.0,Moderately Old,2491.0,0,0,0,0,0,1,28
flat,apex our homes,sector 37,0.35,3783.783783783784,2.0,2.0,1,7.0,Relatively New,850.0,0,0,0,0,0,0,158
flat,apex our homes,sector 37,0.33,3567.5675675675675,2.0,2.0,1,3.0,Relatively New,850.0,0,0,0,0,0,0,158
flat,ramprastha primera,sector 37,1.1,6111.111111111111,3.0,3.0,3,6.0,Relatively New,1700.0,0,0,0,0,0,1,149
flat,ramprastha primera,sector 37,1.08,6000.0,3.0,3.0,3,9.0,Relatively New,1700.0,0,0,0,0,0,1,158
flat,bptp terra,sector 37,1.4,7730.535615681943,3.0,3.0,3,5.0,Relatively New,1711.0,0,0,0,0,0,0,149
flat,bptp terra,sector 37,1.65,7530.807850296668,4.0,3.0,3+,6.0,Relatively New,2091.0,0,0,0,0,0,0,149
flat,bptp terra,sector 37,1.67,7622.090369694203,4.0,4.0,3,11.0,Relatively New,2091.0,0,0,0,0,0,0,149
flat,bptp terra,sector 37,1.45,8006.6261733848705,3.0,3.0,3,8.0,Relatively New,1711.0,0,0,0,0,0,1,149
flat,adani m2k oyster grande,sector 102,2.61,10046.189376443415,3.0,3.0,3,14.0,Relatively New,2200.0,0,0,0,0,0,1,21
flat,indiabulls centrum park,sector 103,1.32,7787.610619469026,3.0,3.0,3+,6.0,Relatively New,1300.0,0,0,0,0,0,1,49
flat,emaar gurgaon greens,sector 102,1.45,8787.878787878788,3.0,3.0,3,8.0,Relatively New,1300.0,0,0,0,0,0,1,49
flat,eldeco accolade,sohna road,0.73,5775.316455696203,2.0,2.0,3,5.0,Relatively New,1549.0,0,0,1,0,0,1,33
flat,eldeco accolade,sohna road,0.71,4906.703524533517,2.0,2.0,3+,10.0,Relatively New,1790.0,0,0,0,0,0,1,49
flat,eldeco accolade,sohna road,0.66,5180.533751962324,2.0,2.0,3,12.0,Relatively New,1549.0,0,0,1,0,0,1,49
flat,signature global park,sohna road,0.9,6254.343293954134,3.0,3.0,3,3.0,Relatively New,1599.0,0,0,1,0,0,1,96
flat,signature global park,sohna road,0.78,6403.940886699507,3.0,3.0,3,1.0,Relatively New,1344.0,0,0,1,0,0,1,150
flat,signature global park,sohna road,0.7,6071.118820468343,3.0,3.0,3,2.0,Relatively New,1281.0,0,0,1,0,0,1,152
flat,signature global park,sohna road,0.53,6294.536817102137,2.0,2.0,2,1.0,Relatively New,939.0,0,0,1,0,0,1,168
flat,signature global park,sohna road,0.52,6326.03406326034,2.0,2.0,2,3.0,Relatively New,913.0,0,0,1,0,0,1,161
flat,signature global park,sohna road,0.91,6288.873531444368,3.0,3.0,3,1.0,Relatively New,1599.0,0,0,1,0,0,1,165
flat,signature global park,sohna road,0.53,6385.542168674699,2.0,2.0,2,2.0,Relatively New,913.0,0,0,1,0,0,1,168
flat,corona optus,sector 37,1.2,6916.4265129683,3.0,4.0,3,8.0,Relatively New,1635.0,0,0,0,0,0,1,149
flat,corona optus,sector 37,1.22,6912.181303116147,3.0,4.0,3,5.0,Relatively New,1665.0,0,0,0,0,0,1,149
flat,corona optus,sector 37,1.4,7035.175879396985,3.0,3.0,3+,4.0,Relatively New,1890.0,0,0,0,0,0,1,149
flat,eldeco accolade,sohna road,0.73,5752.561071710008,2.0,2.0,3,9.0,Relatively New,1148.0,0,0,1,0,0,1,103
flat,eldeco accolade,sohna road,0.72,4975.81202487906,2.0,2.0,3+,12.0,Relatively New,1790.0,0,0,0,0,0,1,152
flat,eldeco accolade,sohna road,0.72,5737.051792828685,2.0,2.0,3,8.0,Relatively New,1404.0,0,0,0,0,0,1,153
flat,signature global park,sohna road,0.72,5990.016638935108,2.0,2.0,3,3.0,Relatively New,1095.0,0,0,1,0,0,1,158
flat,signature global park,sohna road,0.54,6330.597889800703,2.0,2.0,2,4.0,Relatively New,939.0,0,0,1,0,0,1,159
flat,signature global park,sohna road,0.67,5537.190082644628,2.0,2.0,3,4.0,Relatively New,1095.0,0,0,1,0,0,1,127
flat,signature global park,sohna road,0.78,6446.280991735537,3.0,3.0,3,3.0,Relatively New,1344.0,0,0,1,0,0,1,150
flat,signature global park,sohna road,0.65,5637.467476149176,2.0,2.0,2,2.0,Relatively New,1043.0,0,0,1,0,0,1,118
flat,puri diplomatic greens,sector 111,3.5,11864.406779661016,4.0,5.0,3+,10.0,Relatively New,2700.0,0,0,0,0,0,0,49
flat,ireo uptown,sector 66,4.85,12999.195926025195,4.0,4.0,3+,15.0,Relatively New,3500.0,0,0,1,0,0,0,156
flat,dlf new town heights,sector 90,1.9,6967.363403006967,4.0,4.0,3+,19.0,Relatively New,3746.0,0,0,0,0,0,0,174
flat,pareena coban residences,sector 99,1.56,7811.717576364546,3.0,5.0,3,4.0,New Property,1807.0,0,0,0,0,1,1,49
flat,tata primanti,sector 72,4.0,13769.363166953528,4.0,5.0,3+,9.0,Relatively New,2800.0,0,0,0,0,0,0,165
flat,m3m merlin,sector 67,3.0,14655.593551538836,3.0,3.0,3+,4.0,Relatively New,2047.0,0,0,0,0,0,0,174
flat,tata primanti,sector 72,3.3,15384.615384615385,3.0,3.0,3+,10.0,Relatively New,2000.0,0,0,0,0,0,0,165
flat,emaar mgf the enclave,sector 66,2.1,12352.941176470587,3.0,4.0,2,12.0,Relatively New,1800.0,0,0,0,0,0,0,156
flat,emaar mgf the enclave,sector 66,1.9,10555.555555555557,3.0,4.0,2,8.0,Relatively New,1850.0,0,0,0,0,0,0,174
flat,ireo uptown,sector 66,2.4,13064.7795318454,3.0,2.0,3,5.0,Relatively New,1700.0,0,0,0,0,0,0,156
flat,m3m skywalk,sector 74,1.52,13345.03950834065,2.0,2.0,3,6.0,Relatively New,1250.0,0,0,0,0,0,1,174
flat,m3m skywalk,sector 74,1.48,12333.333333333334,2.0,2.0,3,13.0,Relatively New,1300.0,0,0,0,0,0,1,158
flat,bestech park view grand spa,sector 81,2.29,8609.022556390977,3.0,4.0,3+,10.0,Relatively New,3518.0,0,0,0,0,0,2,174
flat,ireo the grand arch,sector 58,4.0,18484.288354898337,3.0,4.0,3,5.0,Old Property,2164.0,0,0,0,0,0,0,49
flat,indiabulls enigma,sector 110,3.6,10588.235294117649,4.0,5.0,3,7.0,Relatively New,3077.0,0,0,0,0,0,1,165
flat,suncity vatsal valley,gwal pahari,1.38,9650.34965034965,3.0,3.0,2,1.0,Relatively New,1294.0,0,0,0,0,0,0,151
flat,ats kocoon,sector 109,2.2,10501.193317422434,3.0,4.0,3,13.0,Relatively New,1860.0,0,0,0,0,0,1,165
flat,indiabulls enigma,sector 110,4.49,11572.164948453608,5.0,5.0,3+,4.0,Relatively New,3511.0,0,0,0,0,0,1,165
flat,indiabulls enigma,sector 110,3.49,10264.70588235294,4.0,5.0,3,7.0,Relatively New,3077.0,0,0,0,0,0,1,165
flat,indiabulls enigma,sector 110,3.7,10882.35294117647,4.0,5.0,3,7.0,Relatively New,3077.0,0,0,0,0,0,1,156
flat,emaar gurgaon greens,sector 102,1.42,8606.060606060606,3.0,3.0,3,4.0,Relatively New,2061.0,0,0,0,0,1,1,49
flat,ireo victory valley,sector 67,4.5,14097.744360902256,4.0,4.0,3+,0.0,Relatively New,3160.0,0,0,1,0,0,0,42
flat,ats triumph,sector 104,1.85,8078.602620087337,3.0,3.0,3+,24.0,Relatively New,2072.0,0,0,0,0,0,1,174
flat,ats triumph,sector 104,2.62,8317.460317460318,4.0,4.0,3+,14.0,Relatively New,2851.0,0,0,0,0,0,1,174
flat,vatika gurgaon,sector 83,1.1,6162.4649859943975,3.0,3.0,3+,5.0,Relatively New,1600.0,0,0,0,0,0,0,96
flat,godrej,sector 79,1.33,8531.10968569596,2.0,2.0,3,6.0,Relatively New,1411.0,0,0,0,0,0,1,158
flat,godrej,sector 79,1.34,8524.173027989822,2.0,2.0,3,2.0,Relatively New,1423.0,0,0,0,0,0,1,158
flat,godrej,sector 79,1.18,8532.176428054952,2.0,2.0,3,7.0,Relatively New,1252.0,0,0,0,0,0,1,158
