property_type,society,sector,price_in_crores,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,Built Up area,study room,store room,Pooja Room,servant room,Others,furnishing_type,luxury_score
flat,ireo the corridors,sector 67,1.8,9370.119729307651,3.0,3.0,2,3.0,New Property,2420.0,0,0,0,0,0,0,150
flat,ireo the corridors,sector 67,1.62,9380.428488708743,3.0,3.0,2,4.0,New Property,2128.0,0,0,0,0,0,0,142
flat,kiran residency,sector 56,1.5,6648.936170212766,3.0,5.0,3+,4.0,Moderately Old,2250.0,0,0,1,0,0,0,134
flat,ireo the corridors,sector 67,1.85,9531.1695002576,3.0,4.0,3,4.0,New Property,1941.0,0,0,0,0,0,0,150
flat,ireo the corridors,sector 67,1.8,14657.980456026058,3.0,3.0,3,6.0,New Property,2420.0,0,0,0,0,0,0,150
flat,bptp terra,sector 37,1.8,8215.426745778184,4.0,3.0,3,12.0,Relatively New,1983.0,0,0,0,0,0,0,144
flat,shree vardhman victoria,sector 70,1.62,13953.488372093025,3.0,3.0,3,9.0,Relatively New,2410.0,0,0,0,0,0,1,96
flat,bptp terra,sector 37,1.78,8124.144226380648,4.0,3.0,3,10.0,Relatively New,1983.0,0,0,0,0,0,1,127
flat,bptp terra,sector 37,1.55,8558.807288790724,3.0,3.0,3+,11.0,Relatively New,1639.0,0,0,0,0,0,1,79
flat,millenium bajrang society,sector 43,2.5,9433.962264150943,4.0,4.0,3+,2.0,Relatively New,2398.0,0,0,0,0,0,0,94
flat,unitech uniworld gardens,sector 47,2.15,10306.807286673058,3.0,4.0,3+,10.0,Moderately Old,1950.0,0,0,0,0,0,1,49
flat,experion windchants,sector 112,5.6,11529.750875025737,4.0,6.0,3+,15.0,Moderately Old,3662.34,0,0,0,0,0,0,157
flat,emaar mgf palm hills,sector 77,1.25,8620.689655172413,3.0,4.0,3,3.0,Relatively New,1966.0,0,0,0,0,0,1,49
flat,umang winter hills,sector 77,1.1,5296.100144439095,3.0,4.0,3+,9.0,Relatively New,2769.0,0,0,0,0,0,1,49
flat,suncity platinum towers,sector 28,6.0,22346.3687150838,3.0,3.0,2,8.0,Moderately Old,2983.0,0,0,0,0,0,1,31
flat,suncity platinum towers,sector 28,7.0,22222.222222222223,4.0,3.0,2,10.0,Moderately Old,3914.0,0,0,0,0,0,1,31
flat,the penthouses at the hibiscus,sector 50,8.5,8500.0,4.0,4.0,3,9.0,Moderately Old,11111.0,0,0,0,0,0,1,35
flat,ss hibiscus,sector 50,6.0,12272.448353446513,4.0,3.0,3,5.0,Moderately Old,3982.0,0,0,0,0,0,1,31
flat,the penthouses at the hibiscus,sector 50,8.0,8887.901344295078,4.0,3.0,3,7.0,Moderately Old,10000.0,0,0,0,0,0,1,35
flat,tata primanti,sector 72,3.5,11426.705843943846,4.0,5.0,3+,16.0,Relatively New,2625.0,0,0,0,0,1,1,31
flat,tata primanti,sector 72,4.0,13769.363166953528,4.0,5.0,2,7.0,Moderately Old,2629.0,0,0,0,0,0,1,38
flat,m3m golfestate,sector 65,7.0,18181.81818181818,3.0,3.0,2,12.0,Moderately Old,4278.0,0,0,0,0,0,1,60
flat,experion windchants,sector 112,6.5,10416.666666666666,4.0,5.0,3,11.0,Relatively New,4800.0,0,0,0,0,0,1,55
flat,tata primanti,sector 72,3.4,15560.640732265449,3.0,4.0,3+,9.0,Moderately Old,2185.0,0,0,0,0,0,1,38
flat,aipl the peaceful homes,sector 70,2.6,12009.237875288683,3.0,2.0,2,12.0,Moderately Old,2406.0,0,0,0,0,0,1,52
flat,tata primanti,sector 72,3.5,11426.705843943846,4.0,5.0,3+,10.0,Relatively New,2625.0,0,0,0,0,1,1,38
flat,siddhartha apartment,sector 95,0.72,3664.122137404581,3.0,3.0,2,4.0,Relatively New,1800.0,0,0,0,0,1,1,21
flat,experion windchants,sector 112,3.65,11427.67689417658,3.0,5.0,2,3.0,Relatively New,2800.0,0,0,0,0,0,1,72
flat,ramsons kshitij,sector 95,0.28,3650.586701434159,2.0,2.0,2,5.0,New Property,694.0,0,0,0,0,1,1,0
flat,the close north,sector 50,2.92,11209.213051823415,3.0,3.0,3,10.0,Moderately Old,2600.0,0,0,0,0,0,0,174
flat,unitech fresco,sector 50,1.82,9912.85403050109,3.0,3.0,3+,14.0,Moderately Old,1830.0,0,0,0,0,1,0,174
flat,m3m the marina,sector 68,1.02,8095.238095238095,2.0,2.0,2,11.0,Relatively New,1250.0,0,0,0,0,1,0,49
flat,shree vardhman flora,sector 90,0.65,4814.814814814815,2.0,2.0,3,3.0,Relatively New,1222.0,0,0,0,0,0,1,106
flat,gls avenue 51,sector 92,0.39,6074.7663551401865,3.0,3.0,3+,6.0,Relatively New,713.0,0,0,0,0,0,1,104
flat,dlf regal gardens,sector 90,1.15,6325.632563256326,3.0,3.0,3+,18.0,Relatively New,1645.0,0,0,1,0,0,0,130
flat,emaar mgf emerald estate,sector 65,1.42,13921.56862745098,2.0,2.0,2,6.0,Relatively New,1010.0,0,0,0,0,0,0,174
flat,orchid petals,sector 49,2.35,11559.272011805217,3.0,3.0,3,15.0,Relatively New,2030.0,0,0,0,0,1,1,49
flat,orchid petals,sector 49,2.38,11497.584541062804,3.0,4.0,3,1.0,Relatively New,2061.0,0,0,0,0,0,1,49
flat,dlf new town heights,sector 90,1.15,5958.549222797928,3.0,3.0,3+,9.0,Relatively New,1747.0,0,0,1,0,0,1,88
flat,dlf new town heights,sector 90,1.6,6768.18950930626,4.0,4.0,3+,10.0,Relatively New,2139.0,0,0,1,0,0,1,88
flat,dlf new town heights,sector 86,1.28,8205.128205128205,3.0,4.0,3+,12.0,Moderately Old,2613.0,0,0,1,0,0,1,96
flat,dlf new town heights,sector 90,1.75,5720.823798627002,4.0,4.0,3+,17.0,Relatively New,2468.0,0,0,1,0,0,1,88
flat,dlf new town heights,sector 91,1.75,7402.707275803723,4.0,4.0,3+,9.0,Relatively New,2139.0,0,0,1,0,0,1,88
flat,puri diplomatic greens,sector 111,2.65,11963.88261851016,3.0,4.0,3+,19.0,Relatively New,2005.0,0,0,1,0,0,0,65
flat,ats kocoon,sector 109,2.22,10596.658711217184,3.0,4.0,3,14.0,Relatively New,1860.0,0,0,1,0,0,1,45
flat,ats triumph,sector 104,1.85,8078.602620087337,3.0,4.0,3+,14.0,Relatively New,2072.0,0,0,1,0,0,1,117
flat,experion the heartsong,sector 108,0.98,13351.49863760218,2.0,3.0,3,12.0,Relatively New,978.23,0,0,1,0,0,0,31
flat,indiabulls centrum park,sector 103,2.45,8521.739130434782,4.0,4.0,3,11.0,Relatively New,2602.0,0,0,1,0,0,1,38
flat,indiabulls centrum park,sector 103,1.34,7882.35294117647,3.0,3.0,3+,12.0,Relatively New,2506.0,0,0,1,0,0,0,38
flat,emaar imperial gardens,sector 102,1.92,9600.0,3.0,3.0,3,12.0,Relatively New,2222.0,0,0,1,0,0,1,95
flat,adani oyster greens,sector 102,1.9,10058.231868713605,3.0,3.0,3+,9.0,Relatively New,2099.0,0,0,1,0,0,1,0
flat,adani m2k oyster grande,sector 102,4.55,10000.0,4.0,4.0,3+,11.0,Relatively New,4630.0,0,0,0,0,0,0,60
flat,emaar gurgaon greens,sector 102,1.54,9333.333333333334,3.0,3.0,3,12.0,Relatively New,2061.0,0,0,0,0,0,1,61
flat,dlf new town heights,sector 86,1.55,6578.9473684210525,4.0,4.0,3+,12.0,Moderately Old,3104.0,0,0,1,0,0,0,120
flat,experion the heartsong,sector 108,1.68,8387.418871692462,3.0,3.0,3+,4.0,Relatively New,1338.29,0,0,0,0,0,0,86
flat,aipl the peaceful homes,sector 70,2.3,10697.67441860465,3.0,3.0,3,3.0,Relatively New,1946.0,0,0,0,0,0,0,124
flat,bptp astaire gardens,sector 70,0.97,6585.2002715546505,3.0,3.0,3+,1.0,Relatively New,1339.0,0,0,0,0,1,1,149
flat,dlf new town heights,sector 90,1.9,5683.517798384684,4.0,4.0,3+,7.0,Relatively New,2468.0,0,0,1,0,0,1,88
flat,dlf new town heights,sector 90,1.55,6556.68358714044,4.0,4.0,3+,1.0,Relatively New,2139.0,0,0,1,0,0,1,81
flat,dlf regal gardens,sector 90,1.13,6647.058823529412,3.0,3.0,3+,8.0,Relatively New,1566.0,0,0,0,0,1,1,72
flat,shree vardhman flora,sector 90,0.85,4404.145077720207,3.0,4.0,3,3.0,Relatively New,2552.0,0,0,0,0,0,1,110
flat,vatika city,sector 49,2.64,11722.91296625222,3.0,4.0,3+,2.0,Moderately Old,2252.0,0,0,1,0,0,0,140
flat,vatika city,sector 49,2.1,10416.666666666666,3.0,3.0,3,9.0,Moderately Old,1604.25,0,0,1,0,0,0,132
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,11666.666666666666,2.0,2.0,3,0.0,Relatively New,1905.0,0,0,0,0,0,1,80
flat,emaar gurgaon greens,sector 102,1.45,8787.878787878788,3.0,3.0,2,7.0,Relatively New,1493.0,0,0,0,0,0,0,169
flat,dlf new town heights,sector 90,1.2,6217.616580310881,3.0,3.0,3+,8.0,Moderately Old,2144.0,0,0,1,0,0,1,59
flat,viridian the plaza 106,sector 106,0.39,5571.428571428572,1.0,1.0,1,7.0,Relatively New,883.0,0,0,0,0,0,1,130
flat,chd avenue,sector 71,1.25,7171.54331612163,3.0,4.0,2,7.0,Relatively New,1577.0,0,0,0,0,0,0,160
flat,puri emerald bay,sector 104,1.59,10905.349794238684,2.0,2.0,2,12.0,Relatively New,1403.0,0,0,0,0,0,1,121
flat,puri diplomatic greens,sector 111,5.25,11666.666666666666,4.0,6.0,3+,7.0,Relatively New,4072.0,0,0,0,0,0,0,134
flat,puri diplomatic greens,sector 111,3.4,11525.42372881356,4.0,5.0,3+,14.0,Relatively New,2670.0,0,0,0,0,0,0,94
flat,experion windchants,sector 112,3.29,11741.613133476088,3.0,3.0,3+,2.0,Relatively New,2225.56,0,0,0,0,0,0,152
flat,puri emerald bay,sector 104,2.49,10163.265306122448,3.0,3.0,3+,14.0,Relatively New,2217.0,0,0,0,0,0,0,129
flat,conscient heritage max,sector 102,1.75,9062.661833247024,3.0,4.0,3+,16.0,Relatively New,1748.0,0,0,0,0,0,0,134
flat,experion the heartsong,sector 108,2.29,8240.374235336452,4.0,5.0,3+,8.0,Relatively New,2779.0,0,0,0,0,0,0,95
flat,conscient heritage max,sector 102,2.15,10004.653327128895,3.0,4.0,3+,18.0,Relatively New,1945.0,0,0,0,0,0,0,134
flat,vatika the seven lamps,sector 82,0.89,8846.918489065607,2.0,2.0,2,14.0,Relatively New,1848.0,0,0,0,0,0,0,129
flat,the close north,sector 50,2.65,11276.595744680852,3.0,3.0,3+,3.0,Moderately Old,2491.0,0,0,0,0,0,1,174
flat,vatika the seven lamps,sector 82,0.86,6022.408963585434,2.0,2.0,2,12.0,Relatively New,1294.0,0,0,0,0,0,0,135
flat,godrej,sector 79,1.35,8970.099667774086,3.0,3.0,2,7.0,Relatively New,1362.0,0,0,0,0,0,1,118
flat,godrej aria,sector 79,1.69,8522.440746343924,3.0,3.0,2,7.0,Relatively New,1795.0,0,0,0,0,0,1,112
flat,ats triumph,sector 104,2.65,8412.698412698413,4.0,4.0,3+,14.0,Relatively New,4323.0,0,0,0,0,0,0,21
flat,ats triumph,sector 104,1.75,7641.921397379912,3.0,4.0,3+,12.0,Relatively New,3072.0,0,0,1,0,1,0,21
flat,m3m woodshire,sector 107,1.3,10815.3078202995,3.0,3.0,3,7.0,Relatively New,2426.0,0,0,1,0,0,1,89
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,9449.244060475165,3.0,3.0,3,10.0,Relatively New,2303.0,0,0,1,0,1,1,49
flat,dlf new town heights,sector 90,1.25,6503.642039542144,3.0,3.0,3+,5.0,Relatively New,1929.0,0,0,1,0,0,1,127
flat,mapsko mount ville,sector 79,1.2,8053.6912751677855,3.0,3.0,3+,24.0,Relatively New,1828.0,0,0,0,0,0,0,135
flat,mapsko mount ville,sector 79,1.5,8264.462809917355,3.0,4.0,3+,11.0,Relatively New,2238.0,0,0,0,0,0,0,144
flat,tulip violet,sector 69,2.05,9951.456310679612,4.0,4.0,2,0.0,Relatively New,1889.0,0,0,0,0,0,1,157
flat,tulip violet,sector 69,1.95,9701.492537313432,4.0,4.0,2,0.0,Relatively New,1819.0,0,0,0,0,0,1,157
flat,tulip violet,sector 69,1.19,8814.814814814816,2.0,3.0,1,0.0,Relatively New,1500.0,0,0,0,0,0,0,174
flat,tulip violet,sector 69,1.4,9102.730819245771,3.0,3.0,1,12.0,Relatively New,1392.0,0,0,0,0,0,0,157
flat,tulip violet,sector 69,1.75,9459.45945945946,3.0,4.0,2,0.0,Relatively New,2056.0,0,0,0,0,0,0,174
flat,tulip violet,sector 69,1.36,8618.50443599493,3.0,3.0,1,12.0,Relatively New,2005.0,0,0,1,0,0,1,95
flat,tulip violet,sector 69,1.51,9569.074778200253,3.0,3.0,2,0.0,Relatively New,2039.0,0,0,1,0,0,2,165
flat,bestech park view grand spa,sector 81,2.91,9136.57770800628,4.0,5.0,2,6.0,Relatively New,4458.0,0,0,0,0,0,0,101
flat,bestech park view ananda,sector 81,1.1,6686.930091185411,3.0,2.0,3+,5.0,Relatively New,2063.0,0,0,0,0,0,1,150
flat,antriksh heights,sector 84,0.85,4927.536231884058,3.0,3.0,3+,10.0,Relatively New,1561.0,0,0,0,0,0,1,52
flat,pyramid urban homes 2,sector 86,0.41,6902.356902356903,2.0,2.0,1,3.0,Relatively New,668.0,0,0,0,0,0,1,63
flat,pivotal devaan,sector 84,0.37,6346.483704974271,2.0,2.0,1,5.0,Relatively New,796.0,0,0,0,0,0,1,73
flat,antriksh heights,sector 84,0.88,4821.917808219178,3.0,3.0,3,16.0,Relatively New,1652.0,0,0,1,0,0,1,67
flat,antriksh heights,sector 84,0.9,4444.444444444444,3.0,3.0,3,18.0,Relatively New,1833.0,0,0,1,0,0,1,59
flat,tulip violet,sector 69,1.43,8887.507768800497,3.0,3.0,2,1.0,Relatively New,2032.0,0,0,1,0,0,1,86
flat,tulip violet,sector 69,1.38,8972.691807542262,3.0,3.0,1,12.0,Relatively New,1709.0,0,0,0,0,0,1,174
flat,tulip violet,sector 69,2.0,9583.1336847149,4.0,4.0,2,0.0,Relatively New,1889.0,0,0,0,0,0,1,157
flat,tulip violet,sector 69,1.55,9639.303482587064,3.0,3.0,2,2.0,Relatively New,1455.0,0,0,1,0,0,0,86
flat,tulip violet,sector 69,1.46,9252.217997465146,3.0,3.0,2,0.0,Relatively New,1428.0,0,0,1,0,0,0,174
flat,tulip violet,sector 69,1.68,10071.942446043166,3.0,3.0,2,0.0,Relatively New,1510.0,0,0,0,0,0,1,157
flat,tulip violet,sector 69,1.2,8888.888888888889,2.0,3.0,1,0.0,Relatively New,1222.0,0,0,0,0,0,1,150
flat,tulip violet,sector 69,1.66,10134.310134310132,3.0,3.0,2,0.0,Relatively New,1482.0,0,0,0,0,0,1,157
flat,tulip violet,sector 69,1.6,10139.416983523448,3.0,3.0,2,0.0,Relatively New,1428.0,0,0,1,0,0,1,166
flat,tulip violet,sector 69,1.76,9513.513513513511,3.0,4.0,2,0.0,Relatively New,1674.0,0,0,0,0,0,1,157
flat,antriksh heights,sector 84,0.6,5000.0,2.0,2.0,2,14.0,Relatively New,1086.0,0,0,0,0,0,1,52
flat,antriksh heights,sector 84,0.92,5041.095890410959,3.0,3.0,3,2.0,Relatively New,1652.0,0,0,1,0,0,1,67
flat,antriksh heights,sector 84,0.69,5111.111111111111,2.0,2.0,3+,8.0,Relatively New,1222.0,0,0,0,0,0,1,59
flat,dlf new town heights,sector 90,1.51,6387.478849407784,4.0,4.0,3+,6.0,Relatively New,2362.0,0,0,1,0,0,0,142
flat,sare homes,sector 92,0.65,4587.155963302752,3.0,3.0,2,3.0,Relatively New,1574.0,0,0,0,0,0,1,6
flat,sare crescent parc,sector 92,0.51,4080.0,3.0,2.0,2,2.0,Relatively New,1131.0,0,0,0,0,0,1,72
flat,vatika iris floors,sector 82,0.63,5590.062111801242,2.0,2.0,3+,2.0,Relatively New,1026.0,0,0,0,0,0,1,110
flat,dlf new town heights,sector 86,1.54,5785.123966942148,4.0,4.0,3+,21.0,Moderately Old,2139.0,0,0,1,0,0,1,80
flat,bestech park view ananda,sector 81,0.95,6985.294117647059,2.0,2.0,2,13.0,Relatively New,1150.0,0,0,0,0,0,0,167
flat,dlf regal gardens,sector 90,1.21,6926.159129937035,3.0,3.0,3+,29.0,Relatively New,1581.0,0,0,0,0,1,1,95
flat,dlf the ultima,sector 81,2.2,11190.233977619531,3.0,4.0,3+,7.0,Relatively New,1900.0,0,0,0,0,0,2,104
flat,dlf regal gardens,sector 90,1.65,7449.209932279909,4.0,4.0,3+,15.0,Relatively New,2214.0,0,0,0,0,0,0,158
flat,antriksh heights,sector 84,0.9,4931.506849315068,3.0,3.0,3,11.0,Relatively New,1652.0,0,0,0,0,0,1,87
flat,antriksh heights,sector 84,0.54,4459.124690338564,2.0,2.0,3+,17.0,Relatively New,1086.0,0,0,0,0,0,1,81
flat,antriksh heights,sector 84,1.02,4868.73508353222,4.0,4.0,3+,11.0,Relatively New,1896.0,0,0,1,0,0,1,99
flat,dlf regal gardens,sector 90,1.78,8039.747064137308,4.0,4.0,3+,12.0,Relatively New,2005.0,0,0,0,0,0,1,61
flat,dlf regal gardens,sector 90,1.29,7103.52422907489,3.0,3.0,3+,12.0,Relatively New,1817.0,0,0,0,0,0,1,152
flat,dlf regal gardens,sector 90,1.25,5929.791271347249,3.0,3.0,3,18.0,Relatively New,1557.0,0,0,0,0,1,1,72
flat,dlf the ultima,sector 81,2.5,11726.078799249532,3.0,3.0,2,4.0,Relatively New,2130.0,0,0,0,0,0,2,82
flat,aipl the peaceful homes,sector 70,2.52,10723.404255319148,3.0,4.0,3,8.0,Relatively New,2127.0,0,0,0,0,0,1,174
flat,central park flower valley,sector 33,2.3,12777.777777777776,4.0,4.0,3+,5.0,New Property,2000.0,0,0,1,0,0,1,42
flat,central park flower valley,sector 33,1.55,11923.076923076924,3.0,3.0,3+,7.0,New Property,1444.0,0,0,0,0,0,0,28
flat,dlf new town heights,sector 90,1.2,6217.616580310881,3.0,3.0,3+,15.0,Relatively New,1747.0,0,0,0,0,0,1,37
flat,dlf new town heights,sector 90,1.65,6979.6954314720815,4.0,4.0,3+,15.0,Moderately Old,2139.0,0,0,0,0,0,0,137
flat,mapsko mount ville,sector 79,1.25,8389.261744966443,3.0,3.0,3+,16.0,Relatively New,1656.0,0,0,0,0,0,0,49
flat,mapsko mount ville,sector 79,1.2,8053.6912751677855,3.0,3.0,3,24.0,Relatively New,1348.0,0,0,0,0,0,0,8
flat,tulip leaf,sector 69,2.06,11387.50690989497,3.0,3.0,3,16.0,Relatively New,1640.0,0,0,0,0,0,1,49
flat,tulip leaf,sector 69,2.07,11423.84105960265,3.0,3.0,3,16.0,Relatively New,1640.0,0,0,0,0,0,1,49
flat,shree vardhman victoria,sector 70,1.6,8205.128205128205,3.0,5.0,3,6.0,Relatively New,2167.0,0,0,0,0,0,1,174
flat,tulip violet,sector 69,1.31,8517.555266579973,3.0,3.0,2,12.0,Relatively New,1392.0,0,0,1,0,0,0,174
flat,tulip violet,sector 69,1.92,15360.0,4.0,4.0,2,0.0,Relatively New,1389.0,0,0,0,0,0,1,174
flat,tulip violet,sector 69,1.9,9452.73631840796,4.0,4.0,2,6.0,Relatively New,2653.0,0,0,0,0,0,1,174
flat,tulip violet,sector 69,3.1,9822.56020278834,4.0,6.0,3+,14.0,Relatively New,4245.0,0,0,1,0,0,1,174
flat,tulip violet,sector 69,1.4,8928.57142857143,3.0,3.0,1,12.0,Relatively New,2086.0,0,0,1,0,0,1,174
flat,tulip violet,sector 69,1.44,9125.475285171102,3.0,3.0,2,1.0,Relatively New,2095.0,0,0,1,0,0,1,174
flat,tulip violet,sector 69,3.05,9664.131812420786,4.0,5.0,3+,14.0,Relatively New,2856.0,0,0,0,0,1,1,49
flat,tulip violet,sector 69,1.28,8111.533586818758,3.0,3.0,2,12.0,Relatively New,1428.0,0,0,1,0,0,0,49
flat,tulip violet,sector 69,1.6,10139.416983523448,3.0,3.0,2,0.0,Relatively New,1428.0,0,0,1,0,0,1,49
flat,tulip violet,sector 69,1.9,9452.73631840796,4.0,4.0,2,0.0,Relatively New,1819.0,0,0,0,0,0,1,49
flat,tulip violet,sector 69,1.7,10773.130544993664,3.0,3.0,2,0.0,Relatively New,1428.0,0,0,1,0,0,1,49
flat,tulip violet,sector 69,1.36,8618.50443599493,3.0,3.0,2,12.0,Relatively New,1428.0,0,0,1,0,0,0,49
flat,tulip violet,sector 69,1.38,8972.691807542262,3.0,3.0,1,12.0,Relatively New,1392.0,0,0,0,0,0,1,157
flat,bestech park view ananda,sector 81,1.15,6927.710843373494,3.0,2.0,3+,12.0,Relatively New,2103.0,0,0,0,0,0,1,101
flat,tulip violet,sector 69,1.4,8928.57142857143,3.0,3.0,1,12.0,Relatively New,1419.0,0,0,0,0,0,1,157
flat,tulip violet,sector 69,1.37,8907.672301690507,3.0,3.0,1,12.0,Relatively New,1392.0,0,0,0,0,0,1,116
flat,tulip violet,sector 69,1.4,8917.197452229299,3.0,3.0,1,12.0,Relatively New,1419.0,0,0,1,0,0,1,86
flat,vatika emilia floors,sector 83,0.65,6190.476190476191,2.0,2.0,2,1.0,Relatively New,950.0,0,0,0,0,0,0,174
flat,vatika emilia floors,sector 83,0.6,5714.285714285715,2.0,2.0,2,1.0,Relatively New,990.0,0,0,0,0,0,0,167
flat,umang winter hills,sector 77,0.75,5588.673621460507,2.0,2.0,2,7.0,Relatively New,1180.0,0,0,0,0,0,0,174
flat,bestech park view ananda,sector 81,0.95,6985.294117647059,2.0,2.0,2,14.0,Relatively New,1260.0,0,0,0,0,0,0,165
flat,spaze privy at,sector 84,1.24,6465.067778936392,3.0,3.0,3,8.0,Relatively New,1650.0,0,0,0,0,0,0,158
flat,antriksh heights,sector 84,0.9,6206.896551724138,3.0,3.0,3+,12.0,Relatively New,1525.0,0,0,0,0,0,1,166
flat,mapsko mount ville,sector 79,1.3,8024.691358024691,3.0,3.0,3+,1.0,Relatively New,1946.0,0,0,0,0,0,0,140
flat,antriksh heights,sector 84,0.73,6083.333333333333,2.0,2.0,3+,4.0,Relatively New,1569.0,0,0,1,0,0,1,158
flat,dlf new town heights,sector 86,1.26,6113.53711790393,3.0,3.0,3,5.0,Moderately Old,1747.0,0,0,0,0,1,1,113
flat,dlf new town heights,sector 90,1.25,6476.683937823835,3.0,3.0,3+,6.0,Relatively New,1929.0,0,0,1,0,0,1,136
flat,dlf new town heights,sector 90,1.88,6894.022735606895,4.0,4.0,3+,20.0,Relatively New,2726.0,0,0,1,0,0,1,145
flat,dlf new town heights,sector 90,1.3,6735.751295336788,3.0,3.0,3+,10.0,Relatively New,1929.0,0,0,1,0,0,0,129
flat,pyramid urban homes 2,sector 86,0.44,7321.131447587354,2.0,2.0,2,6.0,Relatively New,668.0,0,0,0,0,0,0,63
flat,antriksh heights,sector 84,0.84,4869.565217391304,3.0,3.0,3+,8.0,New Property,1561.0,0,0,1,0,0,1,60
flat,antriksh heights,sector 84,0.79,4579.710144927536,3.0,3.0,3+,8.0,New Property,1561.0,0,0,0,0,0,1,24
flat,mapsko casa bella,sector 82,1.38,5443.786982248521,4.0,5.0,3+,20.0,Relatively New,2294.0,0,0,0,0,0,1,79
flat,sobha city,sector 108,2.6,15195.791934541205,3.0,3.0,2,11.0,New Property,1711.0,0,0,0,0,0,1,49
flat,tulip violet,sector 69,1.7,8445.106805762543,4.0,4.0,2,7.0,Relatively New,1819.0,0,0,0,0,0,1,128
flat,tulip violet,sector 69,1.7,8432.539682539682,4.0,4.0,2,10.0,New Property,1819.0,0,0,0,0,0,1,125
flat,tulip violet,sector 69,1.4,8855.154965211892,3.0,3.0,2,9.0,Relatively New,1428.0,0,0,1,0,0,1,120
flat,tulip violet,sector 69,1.68,8358.208955223881,4.0,4.0,2,7.0,Relatively New,1819.0,0,0,0,0,0,1,127
flat,tulip violet,sector 69,1.7,8457.711442786069,4.0,4.0,2,1.0,Relatively New,1819.0,0,0,0,0,0,1,126
flat,tulip violet,sector 69,1.4,8838.38383838384,3.0,3.0,2,1.0,Relatively New,1428.0,0,0,0,0,0,1,95
flat,ramprastha primera,sector 37,1.2,13333.333333333334,3.0,3.0,3,5.0,Relatively New,1000.0,0,0,0,0,0,1,50
flat,godrej aria,sector 79,0.96,13296.39889196676,2.0,2.0,3,8.0,Relatively New,1624.0,0,0,0,0,0,1,49
flat,microtek greenburg,sector 86,1.3,15294.117647058823,2.0,3.0,3,5.0,Relatively New,944.0,0,0,0,0,0,0,45
flat,bestech park view sanskruti,sector 92,1.6,7547.169811320755,3.0,3.0,3,10.0,Relatively New,2724.0,0,0,0,0,0,0,60
flat,microtek greenburg,sector 86,1.93,8446.389496717724,3.0,4.0,3,12.0,Relatively New,2068.0,0,0,0,0,0,1,72
flat,bestech park view sanskruti,sector 92,1.42,7759.562841530054,3.0,3.0,2,10.0,Relatively New,1738.0,0,0,0,0,0,1,117
flat,dlf the ultima,sector 81,2.2,10476.190476190475,3.0,4.0,3+,17.0,Relatively New,1900.0,0,0,0,0,0,2,49
flat,dlf the skycourt,sector 86,1.35,6998.444790046657,3.0,3.0,1,9.0,Relatively New,1746.0,0,0,0,0,0,1,119
flat,microtek greenburg,sector 86,1.65,8707.12401055409,3.0,4.0,3,8.0,Relatively New,1715.0,0,0,0,0,0,1,124
flat,parsvnath green ville,sector 48,1.42,8606.060606060606,3.0,3.0,3,1.0,Moderately Old,1493.0,0,0,0,0,0,2,174
flat,paras dews,sector 106,1.1,9734.513274336285,3.0,4.0,3+,8.0,Relatively New,1186.0,0,0,0,0,0,0,174
flat,pareena coban residences,sector 99,1.23,6159.238858287431,3.0,5.0,3,5.0,Relatively New,1807.0,0,0,0,0,0,1,99
flat,bestech park view sanskruti,sector 92,1.5,7812.5,3.0,3.0,3,3.0,Relatively New,1738.0,0,0,0,0,1,1,49
flat,shree vardhman flora,sector 90,0.65,5000.0,2.0,2.0,2,12.0,Old Property,1176.0,0,0,0,0,0,1,103
flat,shree vardhman flora,sector 90,0.64,4923.076923076923,2.0,2.0,3,6.0,Old Property,1787.0,0,0,0,0,0,1,103
flat,bptp terra,sector 37,1.65,8790.623335109216,3.0,3.0,2,15.0,Relatively New,1699.0,0,0,0,0,0,1,116
flat,bptp terra,sector 37,1.17,8297.872340425532,2.0,2.0,2,0.0,Relatively New,1276.0,0,0,0,0,0,1,107
flat,bptp terra,sector 37,1.45,8006.6261733848705,3.0,3.0,3,9.0,Relatively New,1639.0,0,0,0,0,0,1,107
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,13928.57142857143,3.0,3.0,3,6.0,New Property,2454.0,0,0,1,0,0,0,174
flat,bestech park view grand spa,sector 81,4.2,10000.0,4.0,4.0,3+,25.0,Relatively New,5412.0,0,0,0,0,0,0,90
flat,bestech park view sanskruti,sector 92,1.55,7769.423558897243,3.0,4.0,3,8.0,Relatively New,1805.0,0,0,0,0,0,1,49
flat,ss the leaf,sector 85,1.58,7714.84375,3.0,4.0,3,8.0,Relatively New,3317.0,0,0,0,0,0,1,159
flat,bestech park view spa next,sector 67,2.32,11989.66408268734,3.0,4.0,3+,14.0,Moderately Old,2640.0,0,0,0,0,0,0,59
flat,microtek greenburg,sector 86,1.25,8445.945945945947,3.0,4.0,3,0.0,Relatively New,1339.0,0,0,0,0,0,1,49
flat,ireo the grand arch,sector 58,2.2,13480.392156862745,2.0,2.0,1,5.0,Relatively New,1432.0,0,0,0,0,0,0,94
flat,paras dews,sector 106,1.4,9978.617248752673,4.0,6.0,3+,10.0,Relatively New,1535.0,0,0,0,0,0,1,174
