,property_type,sector,price_in_crores,bedRoom,bathroom,balcony,agePossession,Built Up area,store room,servant room,furnishing_type,luxury_category,floor_category
3070,house,sector 103,2.25,3.0,5.0,3+,Relatively New,3533.85,0,0,1,Low,Mid floor
3071,house,sector 25,13.5,5.0,6.0,3+,Old Property,3618.04,0,0,0,Medium,Mid floor
3072,house,sector 12,1.7,1.0,1.0,1,Old Property,1800.08,0,1,1,Low,Low floor
3073,house,sector 7,0.45,3.0,2.0,1,Old Property,900.0,0,0,1,Low,Low floor
3074,house,sector 105,1.2,3.0,2.0,1,Old Property,1185.54,0,0,1,Low,Low floor
3075,house,sector 15,1.8,4.0,3.0,1,Old Property,1800.0,0,0,1,Low,Low floor
3076,house,sector 67,1.5,5.0,3.0,2,New Property,1735.71,0,0,1,Low,Low floor
3077,house,sector 2,0.35,2.0,2.0,0,New Property,540.04,0,0,1,Low,Low floor
3078,house,sector 3,0.55,2.0,2.0,1,Moderately Old,820.04,0,0,1,Low,Low floor
3079,house,sector 4,0.4,1.0,1.0,1,Moderately Old,432.01,0,0,1,Low,Low floor
3080,house,sector 67,3.0,4.0,4.0,0,Moderately Old,2520.16,0,0,1,Low,Mid floor
3081,house,sector 105,0.43,3.0,3.0,3,Relatively New,470.72,0,0,1,Low,Low floor
3082,house,sector 8,0.32,2.0,3.0,1,Relatively New,450.01,0,0,1,Low,Low floor
3083,house,sector 4,0.47,2.0,1.0,1,Moderately Old,586.62,1,0,1,Low,Low floor
3084,house,sector 52,5.5,9.0,9.0,3+,Moderately Old,2700.0049090998345,0,1,0,Low,Mid floor
3085,house,sector 7,0.75,3.0,5.0,3,Moderately Old,600.0,0,0,1,Low,Mid floor
3086,house,sector 103,3.25,4.0,3.0,3+,Relatively New,4000.0,0,0,1,Low,High floor
3087,house,sector 7,2.3,5.0,3.0,3+,Old Property,1350.0,0,1,1,Low,Mid floor
3088,house,sector 43,1.5,2.0,7.0,3,Moderately Old,1300.05,0,0,1,Low,Mid floor
3089,house,sector 12,1.35,2.0,5.0,1,Old Property,1104.57,0,0,1,Low,Mid floor
3090,house,sector 6,1.25,2.0,5.0,1,New Property,1080.01,0,0,1,Low,Low floor
3091,house,sector 24,1.44,4.0,2.0,2,Old Property,539.99,0,0,1,Low,Low floor
3092,house,sector 4,0.5,2.0,2.0,2,New Property,450.0,0,1,1,Low,Low floor
3093,house,sector 2,1.0,3.0,7.0,3+,Moderately Old,1215.07,0,0,1,Low,Mid floor
3094,house,sector 23,5.5,9.0,9.0,3+,Moderately Old,4200.08,0,1,0,Low,Mid floor
3095,house,sector 28,5.5,4.0,3.0,3,Old Property,1799.973818562639,0,0,0,Low,Low floor
3096,house,sector 4,0.8,2.0,3.0,1,Moderately Old,674.99,0,0,1,Low,Low floor
3097,house,sector 11,0.9,2.0,4.0,3+,Moderately Old,900.0,0,0,1,Low,Mid floor
3098,house,sector 47,4.3,3.0,4.0,2,Moderately Old,1467.0260311828324,0,0,1,Low,Low floor
3099,house,sector 11,0.9,2.0,5.0,3,Relatively New,800.0,0,0,1,Low,Mid floor
3100,house,sector 24,3.25,4.0,4.0,3,Old Property,1069.641916798315,0,0,1,Low,Mid floor
3101,house,sector 12,3.71,3.0,3.0,1,Moderately Old,1872.0355232616807,0,0,1,Low,Mid floor
3102,house,sector 2,0.4,2.0,2.0,1,Relatively New,525.0,0,0,1,Low,Low floor
3103,house,sector 105,0.55,2.0,4.0,0,Moderately Old,56.0,0,0,1,Low,Low floor
3104,house,sector 7,1.3,2.0,3.0,2,Old Property,963.03,0,0,1,Low,Mid floor
3105,house,sector 92,0.75,2.0,2.0,3,Relatively New,959.08,0,0,1,Low,Low floor
3106,house,sohna road,1.55,2.0,3.0,2,New Property,1052.99,0,0,0,Low,Low floor
3107,house,sector 11,4.0,5.0,4.0,1,Moderately Old,2025.01,0,0,1,Low,Low floor
3108,house,sector 105,0.38,2.0,2.0,2,Moderately Old,50.0,0,0,1,Low,Low floor
3109,house,sector 50,12.0,5.0,6.0,3+,Moderately Old,3240.0,0,0,1,Low,Mid floor
3110,house,sector 8,0.45,1.0,1.0,1,Moderately Old,500.0,0,0,1,Low,Mid floor
3111,house,sector 11,1.2,7.0,3.0,0,Moderately Old,2700.27,0,0,1,Low,Mid floor
3112,house,sector 6,0.4,4.0,2.0,2,Moderately Old,1600.0,0,0,1,Low,Low floor
3113,house,sector 3,1.0,1.0,1.0,0,Relatively New,1499.93,0,0,1,Low,Low floor
3114,house,sector 4,0.7,3.0,3.0,0,Moderately Old,1052.95,0,0,1,Low,Low floor
3115,house,sector 11,3.08,6.0,4.0,2,Moderately Old,2700.1,0,0,1,Low,Low floor
3116,house,sector 56,2.95,2.0,2.0,0,Moderately Old,1458.0141353234817,0,0,1,Low,Low floor
3117,house,sector 33,8.0,6.0,5.0,3+,Relatively New,4499.94,0,0,1,Low,Mid floor
3118,house,sector 82,6.5,4.0,3.0,0,Relatively New,3239.96,0,0,1,Low,Low floor
3119,house,sector 7,3.0,7.0,7.0,0,Old Property,2610.06,0,0,1,Low,Mid floor
3120,house,sector 52,8.0,6.0,5.0,3+,Moderately Old,3131.97,0,0,1,Low,Mid floor
3121,house,sector 12,2.75,6.0,6.0,2,Old Property,2227.98,0,0,1,Low,Low floor
3122,house,sector 7,2.25,5.0,3.0,0,Old Property,1331.99,0,0,1,Low,Low floor
3123,house,sector 28,1.45,3.0,2.0,1,Relatively New,1812.5,0,0,1,Low,Low floor
3124,house,sector 108,10.5,5.0,4.0,3+,Relatively New,7330.87,0,0,1,Low,Low floor
3125,house,sector 12,0.38,3.0,3.0,3,Relatively New,900.05,0,0,1,Low,Mid floor
3126,house,sector 33,10.0,5.0,6.0,3,New Property,4950.00495000495,0,1,1,Low,Mid floor
3127,house,sector 47,4.6,2.0,6.0,3+,Moderately Old,1728.0240420736288,0,0,2,Medium,Mid floor
3128,house,sohna road,0.5,2.0,1.0,2,Moderately Old,900.09,0,0,1,Low,Low floor
3129,house,sector 39,7.0,10.0,11.0,3+,Relatively New,7000.0,0,0,2,Low,Mid floor
3130,house,sector 12,0.35,2.0,1.0,0,Old Property,360.01,0,0,1,Low,Low floor
3131,house,sector 39,1.6,1.0,1.0,2,Old Property,892.01,0,0,1,Low,Low floor
3132,house,sector 17,0.29,2.0,1.0,0,Old Property,891.21,0,0,1,Low,Low floor
3133,house,sector 11,0.24,2.0,2.0,0,Relatively New,450.03,0,0,1,Low,Low floor
3134,house,sector 2,5.0,6.0,4.0,0,Moderately Old,4000.0,0,0,1,Low,Mid floor
3135,house,sector 39,1.8,1.0,1.0,2,Relatively New,822.86,0,0,1,Low,Mid floor
3136,house,sector 11,1.8,8.0,5.0,2,Moderately Old,2228.27,0,0,1,Low,Low floor
3137,house,sector 11,0.44,3.0,2.0,1,Relatively New,1035.05,0,0,1,Low,Low floor
3138,house,sector 89,0.7,2.0,2.0,2,New Property,1297.02,0,0,1,Low,High floor
3139,house,sector 48,3.35,6.0,5.0,3+,Moderately Old,6000.36,0,0,1,Low,Mid floor
3140,house,sector 4,0.47,3.0,4.0,0,Moderately Old,1335.61,0,0,1,Low,Mid floor
3141,house,sector 7,1.2,2.0,4.0,2,Old Property,1072.0,0,0,1,Low,Mid floor
3142,house,sector 43,9.0,10.0,5.0,3+,Old Property,8100.0,0,0,1,Low,Mid floor
3143,house,sector 72,3.09,5.0,5.0,3+,Relatively New,4426.3,0,1,0,Low,High floor
3144,house,sector 103,3.15,4.0,5.0,0,Relatively New,4700.09,0,0,1,Low,High floor
3145,house,sector 12,1.7,3.0,3.0,0,Old Property,1800.08,0,0,1,Low,Low floor
3146,house,sector 1,4.75,6.0,7.0,0,Moderately Old,4499.81,0,0,1,Low,Mid floor
3147,house,sector 9,1.65,2.0,3.0,0,Old Property,900.02,0,0,1,Low,Mid floor
3148,house,sector 92,0.85,4.0,4.0,3,Relatively New,1742.87,0,0,1,Low,Mid floor
3149,house,sector 105,0.74,3.0,3.0,0,Moderately Old,1000.0,0,0,1,Low,Low floor
3150,house,sector 1,1.85,4.0,3.0,2,Moderately Old,1156.03,0,0,1,Low,Mid floor
3151,house,sector 3,0.4,2.0,1.0,0,Relatively New,500.0,0,0,1,Low,Low floor
3152,house,sector 7,0.69,1.0,1.0,1,Old Property,757.99,0,0,1,Low,Low floor
3153,house,sector 6,0.85,2.0,2.0,0,Moderately Old,1100.04,0,0,1,Low,Mid floor
3154,house,sector 25,13.0,6.0,8.0,3+,Relatively New,2844.02,1,1,2,Low,Low floor
3155,house,sector 12,1.4,2.0,2.0,1,Old Property,1608.83,0,0,1,Low,Low floor
3156,house,sector 7,2.4,10.0,5.0,3,Old Property,2699.97,0,1,1,Low,Low floor
3157,house,sector 43,3.35,1.0,1.0,0,Old Property,1241.982723464205,0,0,1,Low,Low floor
3158,house,sector 50,7.0,3.0,2.0,0,Moderately Old,2160.03,0,0,1,Low,Low floor
3159,house,sector 41,1.65,1.0,1.0,0,Moderately Old,1200.0,0,0,1,Low,Low floor
3160,house,sector 3,0.6,1.0,1.0,0,Relatively New,1000.0,0,0,1,Low,Low floor
3161,house,sector 7,2.43,4.0,4.0,2,Old Property,1631.97,1,0,1,Low,Mid floor
3162,house,sector 3,3.5,1.0,1.0,0,Relatively New,3800.22,0,0,1,Low,Low floor
3163,house,sector 110,0.34,1.0,1.0,0,Relatively New,500.0,0,0,1,Low,Low floor
3164,house,sector 6,0.75,2.0,4.0,1,Moderately Old,713.06,0,0,1,Medium,Mid floor
3165,house,sector 3,0.55,1.0,1.0,0,Relatively New,750.03,0,0,1,Low,Low floor
3166,house,sector 28,0.7,2.0,2.0,0,Old Property,864.09,0,0,1,Low,Low floor
3167,house,sohna road,6.25,3.0,3.0,0,Moderately Old,9000.58,0,0,1,Low,Low floor
3168,house,sector 12,1.2,2.0,4.0,2,Relatively New,846.02,0,0,0,Low,Low floor
3169,house,sohna road,0.49,2.0,2.0,1,New Property,1150.23,0,0,1,Low,Mid floor
3170,house,sector 36,0.75,3.0,1.0,0,New Property,1081.0,0,0,1,Low,Low floor
3171,house,sector 26,4.5,5.0,5.0,3+,Old Property,1350.013500135001,0,0,1,Low,Low floor
3172,house,sector 37,1.16,1.0,1.0,0,Relatively New,1538.67,0,0,1,Low,Low floor
3173,house,sector 3,0.9,3.0,4.0,3,Moderately Old,900.0,0,0,0,Low,Mid floor
3174,house,sector 76,0.75,2.0,2.0,2,New Property,745.01,0,0,1,Low,High floor
3175,house,sector 5,0.96,2.0,4.0,2,Moderately Old,960.0,1,0,0,Low,Mid floor
3176,house,sohna road,1.35,5.0,5.0,3+,Relatively New,1350.0,0,0,1,Low,Mid floor
3177,house,sector 4,0.65,2.0,1.0,1,Moderately Old,500.0,0,0,1,Low,Mid floor
3178,house,sector 24,11.0,8.0,11.0,3+,Old Property,3806.49,0,1,0,Low,Mid floor
3179,house,sector 60,18.02,9.0,12.0,3+,Relatively New,6390.07,0,1,0,Medium,Mid floor
3180,house,sector 36,0.66,2.0,2.0,3,New Property,920.76,0,0,1,Low,Mid floor
3181,house,sector 14,4.6,1.0,1.0,0,Old Property,2250.05,0,0,1,Low,Low floor
3182,house,sector 43,1.9,3.0,3.0,3+,Old Property,540.0,0,0,2,Low,Mid floor
3183,house,sector 63,1.5,3.0,3.0,2,New Property,2385.12,0,0,1,Low,Low floor
3184,house,sector 11,2.5,5.0,4.0,3,Old Property,1400.01,1,0,1,Low,Low floor
3185,house,dwarka expressway,0.85,1.0,5.0,3+,New Property,600.03,0,0,1,Low,Mid floor
3186,house,sector 54,2.0,9.0,9.0,3,Relatively New,645.83,0,1,2,Low,High floor
3187,house,sector 2,0.7,1.0,1.0,0,Moderately Old,900.09,0,0,1,Low,Low floor
3188,house,sector 69,0.8,1.0,1.0,0,New Property,763.07,0,0,1,Low,Low floor
3189,house,sector 81,0.89,1.0,1.0,0,Relatively New,1095.12,0,0,1,Low,Low floor
3190,house,sector 108,1.34,1.0,1.0,0,Relatively New,2680.0,0,0,1,Low,Low floor
3191,house,sector 12,1.7,5.0,5.0,3,Moderately Old,2125.0,0,0,1,Low,Mid floor
3192,house,sector 39,0.34,1.0,1.0,1,Relatively New,450.03,0,0,1,Low,Low floor
3193,house,sector 105,9.9,2.0,2.0,2,Moderately Old,2000.0,0,0,1,Low,Mid floor
3194,house,sector 43,2.15,1.0,1.0,0,Moderately Old,1650.04,0,0,1,Low,Low floor
3195,house,sector 3,0.8,2.0,4.0,1,Moderately Old,980.99,0,0,1,Low,Low floor
3196,house,sector 24,2.6,4.0,4.0,3+,Relatively New,1080.003323087148,1,0,2,Low,Mid floor
3197,house,sector 12,2.0,5.0,5.0,2,Old Property,1349.98,0,0,1,Low,Mid floor
3198,house,sector 33,0.85,3.0,2.0,0,Relatively New,900.04,0,0,1,Low,Low floor
3199,house,sector 15,10.0,5.0,5.0,2,Old Property,4500.05,0,0,1,Low,Low floor
3200,house,sector 24,3.5,2.0,4.0,3,Old Property,1080.0135773135437,0,0,1,Low,Mid floor
3201,house,sector 4,0.55,2.0,1.0,1,Moderately Old,807.28,0,0,1,Low,Low floor
3202,house,sector 7,6.5,3.0,2.0,3+,Old Property,4320.09,0,0,1,Low,Low floor
3203,house,sector 28,1.39,2.0,2.0,1,Old Property,1200.03,1,0,1,Low,Mid floor
3204,house,sector 12,0.7,3.0,3.0,0,Relatively New,1160.09,0,0,1,Low,Low floor
3205,house,sector 8,0.59,2.0,2.0,2,Moderately Old,585.03,0,0,1,Low,Low floor
3206,house,sector 53,4.0,5.0,5.0,2,Relatively New,2249.97,0,0,1,Low,Mid floor
3207,house,sector 50,12.5,6.0,5.0,3,Moderately Old,3077.98,0,1,0,Low,Mid floor
3208,house,sector 24,1.6,7.0,5.0,3+,Old Property,539.99,0,0,1,Low,Mid floor
3209,house,sector 24,1.6,8.0,5.0,3+,Old Property,540.01,0,0,1,Low,Mid floor
3210,house,sector 12,2.9,7.0,7.0,3,Old Property,2700.19,0,0,1,Low,Low floor
3211,house,sector 2,0.4,3.0,4.0,2,Moderately Old,900.09,0,0,1,Low,Low floor
3212,house,sector 39,1.7,2.0,2.0,3+,Moderately Old,945.49,1,1,1,Low,Mid floor
3213,house,sector 49,6.75,5.0,4.0,2,Old Property,3419.97,1,1,1,Medium,Low floor
3214,house,sohna road,5.5,3.0,3.0,3+,Moderately Old,10799.14,0,1,1,Low,Low floor
3215,house,sector 43,2.75,3.0,3.0,1,Moderately Old,1079.998429093194,0,0,1,Low,Low floor
3216,house,sector 7,0.27,2.0,2.0,1,Moderately Old,225.0,0,0,1,Low,Low floor
3217,house,sector 3,0.7,2.0,3.0,1,Relatively New,999.0,1,0,1,Low,Low floor
3218,house,sohna road,0.95,3.0,10.0,3+,New Property,1065.02,0,0,1,Low,Mid floor
3219,house,sector 26,8.1,5.0,5.0,2,Old Property,2295.01,0,0,1,Low,Mid floor
3220,house,sector 109,7.0,4.0,4.0,3+,Relatively New,5399.98,0,0,0,Medium,Low floor
3221,house,sector 104,0.6,4.0,3.0,1,Moderately Old,1170.05,0,0,1,Low,Low floor
3222,house,sector 2,0.65,2.0,2.0,1,Moderately Old,1125.15,1,0,1,Low,Low floor
3223,house,sector 17,7.2,4.0,4.0,2,Old Property,4520.91,1,1,1,Low,Low floor
3224,house,sector 12,1.5,5.0,5.0,2,Old Property,1350.01,0,0,1,Low,Mid floor
3225,house,sector 50,10.0,5.0,7.0,2,Moderately Old,7000.35,0,1,2,Low,Mid floor
3226,house,sector 25,15.5,5.0,6.0,3+,Moderately Old,4518.03,1,1,1,Medium,Mid floor
3227,house,sector 28,9.54,6.0,5.0,3+,New Property,3240.05,1,1,1,High,Mid floor
3228,house,sector 25,10.55,5.0,6.0,3+,Moderately Old,2700.01,1,1,1,Medium,Mid floor
3229,house,sector 26,17.3,6.0,7.0,3+,New Property,4466.36,1,1,0,Medium,Mid floor
3230,house,sector 2,3.65,3.0,9.0,3+,New Property,1557.0343827318488,0,1,0,Medium,Mid floor
3231,house,sector 26,18.9,6.0,8.0,2,Relatively New,4517.96,1,1,0,Medium,Mid floor
3232,house,sector 41,9.0,8.0,5.0,3+,Old Property,3239.97,1,1,0,Low,Mid floor
3233,house,sector 40,2.15,3.0,3.0,3,Moderately Old,900.0,1,0,1,Low,Mid floor
3234,house,sector 51,2.25,6.0,3.0,3+,Relatively New,900.0,0,0,1,Medium,Mid floor
3235,house,sector 112,7.46,4.0,4.0,3+,Relatively New,7270.96,0,1,0,Medium,Low floor
3236,house,sector 50,3.99,4.0,5.0,3+,New Property,4500.34,0,1,0,Medium,Mid floor
3237,house,sector 25,6.5,5.0,5.0,3+,Old Property,1800.00553847858,1,1,0,Medium,Mid floor
3238,house,sector 17,6.95,4.0,4.0,3+,Old Property,4500.13,1,1,1,Low,Low floor
3239,house,sector 109,7.0,5.0,5.0,3+,Relatively New,6227.76,0,1,1,Medium,Low floor
3240,house,sector 63,3.85,3.0,3.0,3+,New Property,2494.01,0,1,0,High,Mid floor
3241,house,sector 82,3.2,3.0,4.0,3,New Property,2229.81,1,1,1,Medium,Low floor
3242,house,sector 47,8.81,8.0,6.0,3+,Moderately Old,3240.04,0,1,0,Low,Mid floor
3243,house,sector 55,1.45,1.0,4.0,3+,Relatively New,60.0,1,0,1,Medium,Mid floor
3244,house,sector 26,8.9,4.0,4.0,3+,Old Property,2700.0,1,1,1,Medium,Low floor
3245,house,sector 25,6.5,3.0,9.0,3+,Old Property,1934.984520123839,1,1,0,Medium,Mid floor
3246,house,sector 45,4.49,3.0,9.0,3+,Moderately Old,1836.025352688612,0,0,0,Medium,Mid floor
3247,house,sector 48,22.0,5.0,6.0,3,Moderately Old,8249.9,0,1,1,Medium,Mid floor
3248,house,sector 109,9.5,5.0,5.0,3+,Relatively New,3599.98,1,1,1,Medium,Low floor
3249,house,sector 82,7.0,4.0,4.0,3+,Relatively New,3240.007405731213,0,1,2,Medium,Mid floor
3250,house,sector 14,4.15,5.0,4.0,2,Old Property,2250.05,0,0,0,Medium,Low floor
3251,house,sector 23,2.9,4.0,4.0,3,Relatively New,2500.0,0,1,0,Low,Low floor
3252,house,sector 66,12.0,5.0,6.0,3+,New Property,3150.02,0,1,1,Low,Mid floor
3253,house,sector 72,8.5,5.0,6.0,3+,Relatively New,6300.03,1,1,0,Medium,Mid floor
3254,house,sector 41,11.0,4.0,4.0,2,New Property,3239.96,0,1,0,Low,Mid floor
3255,house,sector 33,1.35,2.0,2.0,2,New Property,1210.0,0,0,2,Medium,Mid floor
3256,house,sector 4,1.9,4.0,3.0,2,Moderately Old,2250.12,1,0,0,Low,Low floor
3257,house,sector 56,3.25,5.0,6.0,3+,Relatively New,1511.9795301232846,0,0,0,Low,Mid floor
3258,house,sector 26,19.0,6.0,6.0,3,Relatively New,4518.0,0,1,0,Medium,Low floor
3259,house,sector 55,5.6,6.0,4.0,3,Old Property,2699.97,0,1,0,Low,Mid floor
3260,house,sector 43,2.55,3.0,3.0,2,Relatively New,1935.0432539080289,0,0,0,Medium,Mid floor
3261,house,sector 23,2.4,3.0,3.0,2,Moderately Old,2000.0,1,0,1,Low,Low floor
3262,house,sector 48,18.5,4.0,4.0,1,Moderately Old,7000.15,0,0,1,Low,Low floor
3263,house,sector 10,1.7,2.0,1.0,2,Old Property,900.04,0,0,1,Low,Low floor
3264,house,sector 49,1.6,4.0,4.0,3,New Property,508.24,0,0,0,Low,Mid floor
3265,house,sector 103,4.35,4.0,4.0,3+,Relatively New,3221.98,1,1,0,Medium,Low floor
3266,house,sector 82,6.8,4.0,4.0,3+,Relatively New,3239.95,0,1,2,Medium,Mid floor
3267,house,sector 55,4.6,3.0,3.0,3+,Old Property,2160.03,1,1,0,Low,Low floor
3268,house,sector 65,12.5,4.0,4.0,3+,Relatively New,3600.02,0,1,1,Low,Low floor
3269,house,sector 2,2.9,4.0,4.0,3,Relatively New,1556.9633845162675,1,0,0,Low,Low floor
3270,house,sector 27,8.0,9.0,9.0,3,Relatively New,3042.06,1,1,2,Medium,Mid floor
3271,house,sector 57,8.31,5.0,6.0,3+,Old Property,3438.0,1,1,1,Low,Mid floor
3272,house,sector 57,6.21,6.0,6.0,3+,Old Property,2700.0,1,1,1,Medium,Mid floor
3273,house,sector 45,7.35,6.0,4.0,3+,Old Property,2475.0,1,1,0,Medium,Mid floor
3274,house,sector 25,4.5,5.0,3.0,2,Old Property,1350.013500135001,1,0,1,Low,Mid floor
3275,house,sector 25,6.5,4.0,3.0,3,Moderately Old,1800.00553847858,0,0,1,Low,Mid floor
3276,house,sector 67,1.83,4.0,4.0,2,New Property,2699.91,0,0,0,Medium,Mid floor
3277,house,sector 48,7.35,4.0,5.0,2,Moderately Old,3221.99,1,1,0,Medium,Low floor
3278,house,sector 25,10.5,4.0,4.0,2,Old Property,3618.000413485762,0,1,0,Medium,Low floor
3279,house,sector 49,2.75,3.0,3.0,1,Old Property,1386.0033264079834,0,0,0,Medium,Low floor
3280,house,sector 25,7.5,9.0,9.0,3+,Relatively New,2366.98,0,1,0,High,Mid floor
3281,house,sector 67,8.0,6.0,7.0,3+,Moderately Old,3600.04,0,1,0,Low,High floor
3282,house,sector 46,5.5,8.0,8.0,3+,Moderately Old,2384.98,0,0,0,Low,Mid floor
3283,house,sector 25,4.35,5.0,4.0,3,Old Property,1350.0093104090372,0,1,1,Low,Mid floor
3284,house,sector 2,2.75,3.0,3.0,3,Moderately Old,1557.0150605820406,0,0,0,Low,Low floor
3285,house,sector 26,18.0,6.0,6.0,2,Old Property,4517.96,0,1,0,Low,Mid floor
3286,house,sector 26,17.0,5.0,6.0,3,Old Property,4518.03,1,1,0,Medium,Low floor
3287,house,sector 57,3.75,3.0,4.0,3,Moderately Old,1620.0103680663556,1,1,0,Low,Low floor
3288,house,sector 26,13.5,5.0,5.0,3,Old Property,4518.07,1,1,0,Medium,Low floor
3289,house,sector 22,4.75,7.0,5.0,3+,Old Property,2366.95,0,0,0,Low,Mid floor
3290,house,sector 23,5.1,3.0,2.0,0,Old Property,3078.04,0,0,1,Low,Low floor
3291,house,sector 38,3.9,6.0,6.0,3+,Moderately Old,1835.985312117503,0,1,1,Low,Mid floor
3292,house,sector 109,6.25,4.0,4.0,3+,Relatively New,5400.03,0,1,1,Medium,Low floor
3293,house,sector 50,10.55,5.0,5.0,3,Moderately Old,3239.97,0,1,1,Low,Low floor
3294,house,sector 61,2.01,3.0,3.0,3,New Property,1546.15,0,0,1,Medium,Mid floor
3295,house,sector 31,3.25,4.0,4.0,3+,Moderately Old,1449.0168977662847,1,1,0,Low,Mid floor
3296,house,sector 70,6.0,5.0,4.0,3,New Property,2700.03,0,0,1,Low,Mid floor
3297,house,sector 24,5.25,4.0,4.0,3+,Relatively New,1349.9961428681631,0,1,0,Medium,Low floor
3298,house,sector 50,5.88,3.0,9.0,3+,Relatively New,2160.02,0,1,2,Medium,Mid floor
3299,house,sector 4,0.47,2.0,2.0,1,New Property,443.35,0,0,0,Medium,Low floor
3300,house,sector 50,12.25,5.0,7.0,3+,Relatively New,5850.05,0,1,0,High,Low floor
3301,house,sector 50,10.45,5.0,7.0,3+,Moderately Old,3240.01,0,1,0,High,Mid floor
3302,house,sector 66,12.0,4.0,4.0,3+,Relatively New,3240.0,1,1,0,High,Mid floor
3303,house,sector 48,6.4,4.0,4.0,3,Moderately Old,2699.97,1,1,0,High,Mid floor
3304,house,sector 46,4.35,3.0,8.0,2,Relatively New,1835.985312117503,0,0,0,Low,Mid floor
3305,house,sector 2,2.95,4.0,4.0,3+,Old Property,1845.018450184502,0,0,1,Low,Low floor
3306,house,sector 2,3.0,6.0,4.0,3+,Old Property,1556.9856757317832,0,0,0,Low,Mid floor
3307,house,sector 2,1.15,3.0,3.0,2,Old Property,594.01,0,0,0,Low,Low floor
3308,house,sector 26,13.5,5.0,5.0,2,Moderately Old,4518.07,0,1,0,Medium,Low floor
3309,house,sector 25,15.0,5.0,5.0,3,Moderately Old,6400.14,0,1,0,Medium,Low floor
3310,house,sector 26,18.0,5.0,4.0,3+,Moderately Old,4517.96,1,1,0,Medium,Mid floor
3311,house,sector 26,5.8,4.0,3.0,2,Relatively New,1800.0124138787164,1,0,1,Low,Low floor
3312,house,sector 50,12.5,4.0,4.0,3+,Relatively New,3059.98,0,1,2,High,Low floor
3313,house,sector 24,3.51,4.0,4.0,3,Old Property,2843.95,1,1,0,High,Mid floor
3314,house,sector 5,3.5,6.0,5.0,2,Old Property,2250.08,0,1,2,High,Mid floor
3315,house,sector 109,9.4,5.0,6.0,3+,Relatively New,3600.02,1,1,0,Medium,Low floor
3316,house,sector 50,10.3,5.0,6.0,3+,Moderately Old,3240.01,1,1,0,High,Mid floor
3317,house,sector 109,6.0,4.0,4.0,3+,Relatively New,2430.04,1,1,1,High,Low floor
3318,house,sector 50,8.45,3.0,3.0,2,Old Property,3231.000611787098,0,1,0,Medium,Low floor
3319,house,sector 41,7.25,9.0,8.0,3,Old Property,2474.99,0,1,0,Medium,Mid floor
3320,house,sector 23,4.0,3.0,3.0,2,Moderately Old,2499.38,0,1,0,Medium,Low floor
3321,house,sector 109,6.15,5.0,5.0,3+,Relatively New,2250.03,1,1,0,Medium,Mid floor
3322,house,sector 70,4.6,4.0,4.0,3+,Moderately Old,2610.08,1,1,1,Medium,Mid floor
3323,house,sector 26,12.5,4.0,5.0,2,Moderately Old,3240.02,0,1,0,Medium,Low floor
3324,house,sector 109,10.0,4.0,5.0,3+,New Property,3599.97,0,1,0,Low,Low floor
3325,house,sector 26,16.0,5.0,6.0,3,Old Property,4499.94,0,0,1,Low,Low floor
3326,house,sector 26,12.5,5.0,5.0,3+,Old Property,3240.02,1,1,0,Medium,Low floor
3327,house,sector 45,16.0,6.0,7.0,3+,Relatively New,4571.43,1,1,0,Medium,Mid floor
3328,house,sector 45,10.0,6.0,6.0,3+,Moderately Old,3240.02,1,1,0,Medium,Mid floor
3329,house,sector 23,2.8,5.0,5.0,3+,Old Property,1557.0068397086172,0,0,0,Medium,Low floor
3330,house,sector 26,6.75,3.0,3.0,3,Moderately Old,2429.98,0,0,1,Low,Low floor
3331,house,sector 2,2.5,4.0,4.0,2,Old Property,1557.05,0,0,1,Low,Mid floor
3332,house,sector 86,2.47,4.0,4.0,3+,Moderately Old,3200.31,0,1,0,Medium,Low floor
3333,house,sector 57,4.6,6.0,6.0,3,Old Property,2700.01,1,1,2,Medium,Mid floor
3334,house,sector 57,3.65,6.0,6.0,2,Moderately Old,3450.23,1,1,2,High,Mid floor
3335,house,sector 28,12.0,4.0,5.0,3+,Relatively New,2844.01,1,1,0,Medium,Mid floor
3336,house,sector 49,4.5,8.0,8.0,3,Moderately Old,2880.0,1,1,2,High,Mid floor
3337,house,sector 49,4.4,6.0,6.0,3,Moderately Old,2879.96,1,1,2,Medium,Mid floor
3338,house,sector 48,7.25,4.0,4.0,3,Relatively New,3240.0143007527754,1,1,0,Medium,Low floor
3339,house,sector 47,0.99,1.0,4.0,3,Relatively New,576.02,0,0,1,Low,Mid floor
3340,house,sector 26,20.0,5.0,7.0,3+,Relatively New,4500.05,0,1,2,Medium,Mid floor
3341,house,sector 41,2.65,3.0,3.0,3,New Property,1400.0422654268807,0,1,0,Low,Mid floor
3342,house,sector 10,3.6,3.0,4.0,3,Moderately Old,1835.985312117503,0,0,0,Low,Mid floor
3343,house,sector 37,1.27,3.0,3.0,3,Relatively New,1570.03,0,0,1,Medium,Mid floor
3344,house,sector 81,0.75,3.0,2.0,3,Under Construction,1095.05,0,0,1,Medium,Mid floor
3345,house,sector 2,6.0,5.0,6.0,3+,Old Property,2430.04,0,0,0,Low,Mid floor
3346,house,sector 66,18.0,5.0,6.0,3+,Relatively New,4500.0,1,1,2,High,Mid floor
3347,house,sector 50,11.29,5.0,5.0,3+,Moderately Old,3239.97,0,0,1,Low,Low floor
